Perf.,Cost,Query,Type
14359,312981,52,ONLINE/THETA-0.25
13463,218117,53,ONLINE/THETA-0.25
27815,731299,54,ONLINE/THETA-0.25
14191,312536,55,ONLINE/THETA-0.25
26522,1191086,56,ONLINE/THETA-0.25
34131,722709,57,ONLINE/THETA-0.25
27938,1968753,58,ONLINE/THETA-0.25
16928,524868,59,ONLINE/THETA-0.25
23107,1167134,60,ONLINE/THETA-0.25
22817,549166,61,ONLINE/THETA-0.25
19416,258641,62,ONLINE/THETA-0.25
18965,248466,68,ONLINE/THETA-0.25
140096,7418612,14b,ONLINE/THETA-0.25
18009,545896,15,ONLINE/THETA-0.25
21993,719755,16,ONLINE/THETA-0.25
39478,1257347,17,ONLINE/THETA-0.25
29588,727206,18,ONLINE/THETA-0.25
21103,455950,19,ONLINE/THETA-0.25
15886,489854,20,ONLINE/THETA-0.25
8349,95944,21,ONLINE/THETA-0.25
9590,214895,22,ONLINE/THETA-0.25
71872,4097825,23a,ONLINE/THETA-0.25
80105,4918384,23b,ONLINE/THETA-0.25
31495,753038,24a,ONLINE/THETA-0.25
29214,664633,24b,ONLINE/THETA-0.25
39826,1482060,25,ONLINE/THETA-0.25
26610,610583,26,ONLINE/THETA-0.25
21812,392220,27,ONLINE/THETA-0.25
23516,1700866,28,ONLINE/THETA-0.25
35587,1259932,29,ONLINE/THETA-0.25
14760,719583,30,ONLINE/THETA-0.25
23932,1455725,31,ONLINE/THETA-0.25
11215,188101,32,ONLINE/THETA-0.25
20751,894873,33,ONLINE/THETA-0.25
13789,194758,34,ONLINE/THETA-0.25
21156,871082,35,ONLINE/THETA-0.25
23415,507354,36,ONLINE/THETA-0.25
6945,176167,37,ONLINE/THETA-0.25
20613,970433,38,ONLINE/THETA-0.25
25024,494861,39a,ONLINE/THETA-0.25
43054,455323,39b,ONLINE/THETA-0.25
18278,513322,40,ONLINE/THETA-0.25
71144,3586364,88,ONLINE/THETA-0.25
14900,444021,90,ONLINE/THETA-0.25
17712,882121,01,ONLINE/THETA-0.25
15186,379026,02,ONLINE/THETA-0.25
18588,284025,63,ONLINE/THETA-0.25
53161,1507170,64,ONLINE/THETA-0.25
25978,1241129,65,ONLINE/THETA-0.25
28566,610268,66,ONLINE/THETA-0.25
51300,1905513,67,ONLINE/THETA-0.25
15775,373300,03,ONLINE/THETA-0.25
67314,5865391,04,ONLINE/THETA-0.25
49885,2157987,05,ONLINE/THETA-0.25
19690,625740,06,ONLINE/THETA-0.25
43230,1211494,07,ONLINE/THETA-0.25
15291,301447,08,ONLINE/THETA-0.25
27292,2290892,09,ONLINE/THETA-0.25
25004,842434,10,ONLINE/THETA-0.25
53568,3944309,11,ONLINE/THETA-0.25
12585,487666,12,ONLINE/THETA-0.25
18221,305245,13,ONLINE/THETA-0.25
105430,5759472,14a,ONLINE/THETA-0.25
39327,1504769,69,ONLINE/THETA-0.25
39792,1521586,70,ONLINE/THETA-0.25
25946,936595,71,ONLINE/THETA-0.25
15248,201240,73,ONLINE/THETA-0.25
41742,2632225,74,ONLINE/THETA-0.25
55039,3631829,75,ONLINE/THETA-0.25
15726,705596,76,ONLINE/THETA-0.25
25762,1666496,77,ONLINE/THETA-0.25
55720,4038516,78,ONLINE/THETA-0.25
27066,587731,79,ONLINE/THETA-0.25
33423,1679446,80,ONLINE/THETA-0.25
15204,762253,81,ONLINE/THETA-0.25
10577,307278,82,ONLINE/THETA-0.25
12517,777201,83,ONLINE/THETA-0.25
7937,189460,84,ONLINE/THETA-0.25
13179,591790,85,ONLINE/THETA-0.25
11551,410946,86,ONLINE/THETA-0.25
22056,1091807,87,ONLINE/THETA-0.25
19445,421531,89,ONLINE/THETA-0.25
12646,259987,91,ONLINE/THETA-0.25
46553,446961,92,ONLINE/THETA-0.25
29735,827123,93,ONLINE/THETA-0.25
16554,791919,94,ONLINE/THETA-0.25
12601,136338,96,ONLINE/THETA-0.25
16964,658284,97,ONLINE/THETA-0.25
27689,942148,98,ONLINE/THETA-0.25
25563,230110,99,ONLINE/THETA-0.25
134609,6385083,14b,ONLINE/THETA-0.25
23043,748241,15,ONLINE/THETA-0.25
21329,727014,16,ONLINE/THETA-0.25
39470,1303573,17,ONLINE/THETA-0.25
30380,793836,18,ONLINE/THETA-0.25
21828,482253,19,ONLINE/THETA-0.25
15785,450688,20,ONLINE/THETA-0.25
10652,142809,21,ONLINE/THETA-0.25
9473,224259,22,ONLINE/THETA-0.25
72539,4317072,23a,ONLINE/THETA-0.25
89436,4052441,23b,ONLINE/THETA-0.25
56439,718700,24a,ONLINE/THETA-0.25
30137,713657,24b,ONLINE/THETA-0.25
36528,1382480,25,ONLINE/THETA-0.25
22610,477040,26,ONLINE/THETA-0.25
24382,504675,27,ONLINE/THETA-0.25
18850,1401466,28,ONLINE/THETA-0.25
35136,1168049,29,ONLINE/THETA-0.25
15341,720023,30,ONLINE/THETA-0.25
21409,1679610,31,ONLINE/THETA-0.25
10322,198329,32,ONLINE/THETA-0.25
21893,874836,33,ONLINE/THETA-0.25
14861,213581,34,ONLINE/THETA-0.25
22077,878119,35,ONLINE/THETA-0.25
23007,457621,36,ONLINE/THETA-0.25
7239,191599,37,ONLINE/THETA-0.25
19168,1032711,38,ONLINE/THETA-0.25
26794,489027,39a,ONLINE/THETA-0.25
25699,464155,39b,ONLINE/THETA-0.25
16988,521904,40,ONLINE/THETA-0.25
70903,3642752,88,ONLINE/THETA-0.25
14391,534950,90,ONLINE/THETA-0.25
14637,736069,01,ONLINE/THETA-0.25
13930,348192,02,ONLINE/THETA-0.25
17437,268895,63,ONLINE/THETA-0.25
54646,1612853,64,ONLINE/THETA-0.25
27873,1516758,65,ONLINE/THETA-0.25
26682,614918,66,ONLINE/THETA-0.25
52535,1997391,67,ONLINE/THETA-0.25
15980,393299,03,ONLINE/THETA-0.25
69449,6471127,04,ONLINE/THETA-0.25
27112,2068449,05,ONLINE/THETA-0.25
21574,623465,06,ONLINE/THETA-0.25
39240,954923,07,ONLINE/THETA-0.25
14217,301639,08,ONLINE/THETA-0.25
26058,2296828,09,ONLINE/THETA-0.25
21453,928076,10,ONLINE/THETA-0.25
47410,3443412,11,ONLINE/THETA-0.25
12196,460226,12,ONLINE/THETA-0.25
19580,285428,13,ONLINE/THETA-0.25
106343,5564414,14a,ONLINE/THETA-0.25
18444,122769,41,ONLINE/THETA-0.25
25931,601217,42,ONLINE/THETA-0.25
20306,387065,43,ONLINE/THETA-0.25
22145,398775,44,ONLINE/THETA-0.25
28141,1126500,45,ONLINE/THETA-0.25
20728,311187,46,ONLINE/THETA-0.25
42121,1288417,47,ONLINE/THETA-0.25
20009,425187,48,ONLINE/THETA-0.25
52933,2117126,49,ONLINE/THETA-0.25
33178,1054567,50,ONLINE/THETA-0.25
24347,921577,51,ONLINE/THETA-0.25
19577,324473,52,ONLINE/THETA-0.25
14037,209915,53,ONLINE/THETA-0.25
23318,626036,54,ONLINE/THETA-0.25
14800,333754,55,ONLINE/THETA-0.25
22301,1209305,56,ONLINE/THETA-0.25
31234,813018,57,ONLINE/THETA-0.25
35463,1971591,58,ONLINE/THETA-0.25
22324,677650,59,ONLINE/THETA-0.25
43669,1085344,60,ONLINE/THETA-0.25
22943,623468,61,ONLINE/THETA-0.25
19698,255702,62,ONLINE/THETA-0.25
18215,256546,68,ONLINE/THETA-0.25
37929,1495188,69,ONLINE/THETA-0.25
35734,1371664,70,ONLINE/THETA-0.25
26717,985809,71,ONLINE/THETA-0.25
14938,183711,73,ONLINE/THETA-0.25
38712,2418101,74,ONLINE/THETA-0.25
53190,3366214,75,ONLINE/THETA-0.25
16322,751941,76,ONLINE/THETA-0.25
27633,1850818,77,ONLINE/THETA-0.25
53048,3663635,78,ONLINE/THETA-0.25
28122,558952,79,ONLINE/THETA-0.25
70848,2839198,80,ONLINE/THETA-0.25
16565,822359,81,ONLINE/THETA-0.25
10467,301513,82,ONLINE/THETA-0.25
17016,1159810,83,ONLINE/THETA-0.25
7225,175258,84,ONLINE/THETA-0.25
15562,599122,85,ONLINE/THETA-0.25
8151,305250,86,ONLINE/THETA-0.25
20557,981450,87,ONLINE/THETA-0.25
20568,430493,89,ONLINE/THETA-0.25
12905,284742,91,ONLINE/THETA-0.25
10957,419428,92,ONLINE/THETA-0.25
28179,796621,93,ONLINE/THETA-0.25
16660,789101,94,ONLINE/THETA-0.25
13302,144113,96,ONLINE/THETA-0.25
21454,870301,97,ONLINE/THETA-0.25
24872,800720,98,ONLINE/THETA-0.25
25371,222725,99,ONLINE/THETA-0.25
131307,6778356,14b,ONLINE/THETA-0.25
18813,563535,15,ONLINE/THETA-0.25
22237,713258,16,ONLINE/THETA-0.25
41111,1331057,17,ONLINE/THETA-0.25
27324,616586,18,ONLINE/THETA-0.25
22277,475390,19,ONLINE/THETA-0.25
15150,444207,20,ONLINE/THETA-0.25
8757,115713,21,ONLINE/THETA-0.25
8948,207365,22,ONLINE/THETA-0.25
71228,4279595,23a,ONLINE/THETA-0.25
94680,4788505,23b,ONLINE/THETA-0.25
30374,729258,24a,ONLINE/THETA-0.25
28954,661668,24b,ONLINE/THETA-0.25
59127,1199119,25,ONLINE/THETA-0.25
24647,570950,26,ONLINE/THETA-0.25
23275,398513,27,ONLINE/THETA-0.25
24332,1579939,28,ONLINE/THETA-0.25
35467,1195536,29,ONLINE/THETA-0.25
19088,800560,30,ONLINE/THETA-0.25
72563,3911273,88,ONLINE/THETA-0.25
13683,522465,90,ONLINE/THETA-0.25
14842,772100,01,ONLINE/THETA-0.25
14335,336673,02,ONLINE/THETA-0.25
17437,296831,63,ONLINE/THETA-0.25
51753,1547977,64,ONLINE/THETA-0.25
26949,1381955,65,ONLINE/THETA-0.25
26354,663873,66,ONLINE/THETA-0.25
50536,1914245,67,ONLINE/THETA-0.25
15913,383384,03,ONLINE/THETA-0.25
71378,6590895,04,ONLINE/THETA-0.25
27641,2173841,05,ONLINE/THETA-0.25
20992,666643,06,ONLINE/THETA-0.25
36768,879331,07,ONLINE/THETA-0.25
15169,310946,08,ONLINE/THETA-0.25
25740,2329410,09,ONLINE/THETA-0.25
20167,784016,10,ONLINE/THETA-0.25
48171,3537342,11,ONLINE/THETA-0.25
11552,484952,12,ONLINE/THETA-0.25
18798,282289,13,ONLINE/THETA-0.25
109004,5786299,14a,ONLINE/THETA-0.25
36725,2374585,31,ONLINE/THETA-0.25
14090,223506,32,ONLINE/THETA-0.25
25583,1038781,33,ONLINE/THETA-0.25
15377,221471,34,ONLINE/THETA-0.25
25034,897946,35,ONLINE/THETA-0.25
26195,580999,36,ONLINE/THETA-0.25
7978,249731,37,ONLINE/THETA-0.25
20735,1141268,38,ONLINE/THETA-0.25
26793,490188,39a,ONLINE/THETA-0.25
27520,542381,39b,ONLINE/THETA-0.25
18290,572056,40,ONLINE/THETA-0.25
1986,1332,41,ONLINE/THETA-0.25
14741,364531,42,ONLINE/THETA-0.25
13659,221531,43,ONLINE/THETA-0.25
14863,214760,44,ONLINE/THETA-0.25
21664,864801,45,ONLINE/THETA-0.25
43383,271657,46,ONLINE/THETA-0.25
48318,1623112,47,ONLINE/THETA-0.25
18717,403330,48,ONLINE/THETA-0.25
27877,2020927,49,ONLINE/THETA-0.25
55879,1660313,50,ONLINE/THETA-0.25
30576,1416972,51,ONLINE/THETA-0.25
15430,359952,52,ONLINE/THETA-0.25
14929,248812,53,ONLINE/THETA-0.25
30908,861059,54,ONLINE/THETA-0.25
16852,363062,55,ONLINE/THETA-0.25
25716,1116531,56,ONLINE/THETA-0.25
33809,901553,57,ONLINE/THETA-0.25
32597,2128249,58,ONLINE/THETA-0.25
19643,619415,59,ONLINE/THETA-0.25
23856,1133141,60,ONLINE/THETA-0.25
27016,621206,61,ONLINE/THETA-0.25
20218,319890,62,ONLINE/THETA-0.25
18238,247088,68,ONLINE/THETA-0.25
21098,1371074,69,ONLINE/THETA-0.25
29379,1302207,70,ONLINE/THETA-0.25
20760,811027,71,ONLINE/THETA-0.25
13143,177523,73,ONLINE/THETA-0.25
40201,2474887,74,ONLINE/THETA-0.25
46423,3368612,75,ONLINE/THETA-0.25
14366,675172,76,ONLINE/THETA-0.25
40305,2514065,77,ONLINE/THETA-0.25
63459,4670257,78,ONLINE/THETA-0.25
29304,661600,79,ONLINE/THETA-0.25
35530,1970124,80,ONLINE/THETA-0.25
19058,832852,81,ONLINE/THETA-0.25
11869,339635,82,ONLINE/THETA-0.25
20598,1293792,83,ONLINE/THETA-0.25
10318,229678,84,ONLINE/THETA-0.25
14555,687957,85,ONLINE/THETA-0.25
8189,276422,86,ONLINE/THETA-0.25
19618,1015317,87,ONLINE/THETA-0.25
23891,532604,89,ONLINE/THETA-0.25
14430,275811,91,ONLINE/THETA-0.25
9116,383861,92,ONLINE/THETA-0.25
27556,746266,93,ONLINE/THETA-0.25
15641,796149,94,ONLINE/THETA-0.25
13218,134800,96,ONLINE/THETA-0.25
17310,678316,97,ONLINE/THETA-0.25
23202,763434,98,ONLINE/THETA-0.25
24967,217226,99,ONLINE/THETA-0.25
130613,6893702,14b,ONLINE/THETA-0.25
17644,556308,15,ONLINE/THETA-0.25
20828,666420,16,ONLINE/THETA-0.25
40141,1212143,17,ONLINE/THETA-0.25
28836,662388,18,ONLINE/THETA-0.25
24057,615589,19,ONLINE/THETA-0.25
19505,608128,20,ONLINE/THETA-0.25
29423,110855,21,ONLINE/THETA-0.25
9129,227172,22,ONLINE/THETA-0.25
70559,4081740,23a,ONLINE/THETA-0.25
72487,4105965,23b,ONLINE/THETA-0.25
34134,893928,24a,ONLINE/THETA-0.25
28822,719852,24b,ONLINE/THETA-0.25
34126,1181479,25,ONLINE/THETA-0.25
24580,543899,26,ONLINE/THETA-0.25
23463,379209,27,ONLINE/THETA-0.25
20544,1470982,28,ONLINE/THETA-0.25
36677,1289261,29,ONLINE/THETA-0.25
15297,762465,30,ONLINE/THETA-0.25
53400,1694198,50,ONLINE/THETA-0.25
31402,1316349,51,ONLINE/THETA-0.25
15962,357587,52,ONLINE/THETA-0.25
15632,216663,53,ONLINE/THETA-0.25
27803,667337,54,ONLINE/THETA-0.25
15072,372761,55,ONLINE/THETA-0.25
23766,1453882,56,ONLINE/THETA-0.25
33245,874927,57,ONLINE/THETA-0.25
34770,2114488,58,ONLINE/THETA-0.25
18976,526079,59,ONLINE/THETA-0.25
26208,1255787,60,ONLINE/THETA-0.25
25158,629545,61,ONLINE/THETA-0.25
19765,314521,62,ONLINE/THETA-0.25
18913,235261,68,ONLINE/THETA-0.25
21440,789950,69,ONLINE/THETA-0.25
30912,1155957,70,ONLINE/THETA-0.25
25702,908465,71,ONLINE/THETA-0.25
12325,162803,73,ONLINE/THETA-0.25
41410,2486731,74,ONLINE/THETA-0.25
42841,3196703,75,ONLINE/THETA-0.25
14630,625559,76,ONLINE/THETA-0.25
42805,2559399,31,ONLINE/THETA-0.25
13300,194208,32,ONLINE/THETA-0.25
24159,1092343,33,ONLINE/THETA-0.25
15722,220175,34,ONLINE/THETA-0.25
24404,820033,35,ONLINE/THETA-0.25
35515,545527,36,ONLINE/THETA-0.25
10039,254835,37,ONLINE/THETA-0.25
37618,1199759,38,ONLINE/THETA-0.25
28219,529156,39a,ONLINE/THETA-0.25
25757,478883,39b,ONLINE/THETA-0.25
19296,537891,40,ONLINE/THETA-0.25
2374,717,41,ONLINE/THETA-0.25
15540,334821,42,ONLINE/THETA-0.25
13545,209822,43,ONLINE/THETA-0.25
13808,181348,44,ONLINE/THETA-0.25
22141,1168699,45,ONLINE/THETA-0.25
17702,288475,46,ONLINE/THETA-0.25
43521,1299359,47,ONLINE/THETA-0.25
19767,414550,48,ONLINE/THETA-0.25
27842,2034075,49,ONLINE/THETA-0.25
70237,3791123,88,ONLINE/THETA-0.25
13163,607802,90,ONLINE/THETA-0.25
15211,753928,01,ONLINE/THETA-0.25
16394,568209,02,ONLINE/THETA-0.25
15917,245641,63,ONLINE/THETA-0.25
49958,1418088,64,ONLINE/THETA-0.25
31003,1688195,65,ONLINE/THETA-0.25
30567,665468,66,ONLINE/THETA-0.25
53873,2078923,67,ONLINE/THETA-0.25
17281,435257,03,ONLINE/THETA-0.25
68812,6196377,04,ONLINE/THETA-0.25
25995,2104118,05,ONLINE/THETA-0.25
19167,537002,06,ONLINE/THETA-0.25
39059,1042137,07,ONLINE/THETA-0.25
14612,293051,08,ONLINE/THETA-0.25
26640,2297105,09,ONLINE/THETA-0.25
20036,707569,10,ONLINE/THETA-0.25
48415,3341040,11,ONLINE/THETA-0.25
11982,446028,12,ONLINE/THETA-0.25
19383,274334,13,ONLINE/THETA-0.25
102315,5031531,14a,ONLINE/THETA-0.25
39895,2534504,77,ONLINE/THETA-0.25
63056,4825065,78,ONLINE/THETA-0.25
30118,669375,79,ONLINE/THETA-0.25
65543,2330890,80,ONLINE/THETA-0.25
17948,820378,81,ONLINE/THETA-0.25
11092,313018,82,ONLINE/THETA-0.25
16789,1168125,83,ONLINE/THETA-0.25
28452,188192,84,ONLINE/THETA-0.25
18922,846656,85,ONLINE/THETA-0.25
8166,266434,86,ONLINE/THETA-0.25
39690,961695,87,ONLINE/THETA-0.25
21105,502337,89,ONLINE/THETA-0.25
38402,249809,91,ONLINE/THETA-0.25
18745,481033,92,ONLINE/THETA-0.25
30371,914715,93,ONLINE/THETA-0.25
16423,772303,94,ONLINE/THETA-0.25
12417,128496,96,ONLINE/THETA-0.25
17060,665347,97,ONLINE/THETA-0.25
28485,894223,98,ONLINE/THETA-0.25
25251,218520,99,ONLINE/THETA-0.25
17806,88085,41,ONLINE/THETA-0.5
25938,652089,42,ONLINE/THETA-0.5
17205,282829,43,ONLINE/THETA-0.5
20075,304881,44,ONLINE/THETA-0.5
24890,965437,45,ONLINE/THETA-0.5
20678,293931,46,ONLINE/THETA-0.5
47880,1519712,47,ONLINE/THETA-0.5
22110,510457,48,ONLINE/THETA-0.5
35257,2044498,49,ONLINE/THETA-0.5
35864,1118908,50,ONLINE/THETA-0.5
23748,729077,51,ONLINE/THETA-0.5
27514,343833,52,ONLINE/THETA-0.5
14819,198804,53,ONLINE/THETA-0.5
51536,681993,54,ONLINE/THETA-0.5
14747,367684,55,ONLINE/THETA-0.5
25722,1352561,56,ONLINE/THETA-0.5
32779,892259,57,ONLINE/THETA-0.5
27417,1584981,58,ONLINE/THETA-0.5
18281,638526,59,ONLINE/THETA-0.5
38320,977519,60,ONLINE/THETA-0.5
23703,552822,61,ONLINE/THETA-0.5
18817,227655,62,ONLINE/THETA-0.5
18803,258468,68,ONLINE/THETA-0.5
40485,1433614,69,ONLINE/THETA-0.5
39077,1597959,70,ONLINE/THETA-0.5
24514,805735,71,ONLINE/THETA-0.5
15028,186289,73,ONLINE/THETA-0.5
40477,2557422,74,ONLINE/THETA-0.5
53155,4062940,75,ONLINE/THETA-0.5
15022,563000,76,ONLINE/THETA-0.5
28157,1766858,77,ONLINE/THETA-0.5
50099,3772003,78,ONLINE/THETA-0.5
31020,768088,79,ONLINE/THETA-0.5
37614,2238696,80,ONLINE/THETA-0.5
15056,777835,81,ONLINE/THETA-0.5
10594,297629,82,ONLINE/THETA-0.5
14161,897271,83,ONLINE/THETA-0.5
7162,176505,84,ONLINE/THETA-0.5
13166,513317,85,ONLINE/THETA-0.5
7505,204548,86,ONLINE/THETA-0.5
20213,964092,87,ONLINE/THETA-0.5
20239,477364,89,ONLINE/THETA-0.5
12975,311071,91,ONLINE/THETA-0.5
8798,383102,92,ONLINE/THETA-0.5
25699,661311,93,ONLINE/THETA-0.5
16820,853158,94,ONLINE/THETA-0.5
11644,119105,96,ONLINE/THETA-0.5
16305,669836,97,ONLINE/THETA-0.5
23680,743799,98,ONLINE/THETA-0.5
25920,220618,99,ONLINE/THETA-0.5
70833,3800459,88,ONLINE/THETA-0.5
13999,356515,90,ONLINE/THETA-0.5
15030,714967,01,ONLINE/THETA-0.5
14441,346495,02,ONLINE/THETA-0.5
15133,241107,63,ONLINE/THETA-0.5
51010,1531556,64,ONLINE/THETA-0.5
26785,1232090,65,ONLINE/THETA-0.5
27645,587121,66,ONLINE/THETA-0.5
51179,1902070,67,ONLINE/THETA-0.5
14639,366472,03,ONLINE/THETA-0.5
68564,6346009,04,ONLINE/THETA-0.5
29740,2098096,05,ONLINE/THETA-0.5
19734,573588,06,ONLINE/THETA-0.5
33188,745699,07,ONLINE/THETA-0.5
14507,274481,08,ONLINE/THETA-0.5
26266,2409162,09,ONLINE/THETA-0.5
22600,832737,10,ONLINE/THETA-0.5
47959,3275109,11,ONLINE/THETA-0.5
11511,369238,12,ONLINE/THETA-0.5
18602,273263,13,ONLINE/THETA-0.5
104343,4816119,14a,ONLINE/THETA-0.5
140362,7001976,14b,ONLINE/THETA-0.5
49701,503482,15,ONLINE/THETA-0.5
23044,782382,16,ONLINE/THETA-0.5
41948,1461239,17,ONLINE/THETA-0.5
28282,708846,18,ONLINE/THETA-0.5
21521,460049,19,ONLINE/THETA-0.5
16740,477009,20,ONLINE/THETA-0.5
9688,109456,21,ONLINE/THETA-0.5
9136,213229,22,ONLINE/THETA-0.5
77280,4227116,23a,ONLINE/THETA-0.5
111409,5174741,23b,ONLINE/THETA-0.5
31031,747490,24a,ONLINE/THETA-0.5
55342,711725,24b,ONLINE/THETA-0.5
34977,1256539,25,ONLINE/THETA-0.5
22634,491586,26,ONLINE/THETA-0.5
24638,359376,27,ONLINE/THETA-0.5
34262,1660520,28,ONLINE/THETA-0.5
37681,1341120,29,ONLINE/THETA-0.5
17166,723822,30,ONLINE/THETA-0.5
28517,1693899,31,ONLINE/THETA-0.5
11465,199118,32,ONLINE/THETA-0.5
21197,844751,33,ONLINE/THETA-0.5
13856,210058,34,ONLINE/THETA-0.5
22386,757645,35,ONLINE/THETA-0.5
23144,508318,36,ONLINE/THETA-0.5
7030,190314,37,ONLINE/THETA-0.5
19116,1003744,38,ONLINE/THETA-0.5
26695,466741,39a,ONLINE/THETA-0.5
29459,485193,39b,ONLINE/THETA-0.5
16801,575766,40,ONLINE/THETA-0.5
42369,1480523,69,ONLINE/THETA-0.5
58314,1563205,70,ONLINE/THETA-0.5
23613,790480,71,ONLINE/THETA-0.5
15954,184880,73,ONLINE/THETA-0.5
42076,2633344,74,ONLINE/THETA-0.5
55308,3339991,75,ONLINE/THETA-0.5
14957,548531,76,ONLINE/THETA-0.5
26642,1988439,77,ONLINE/THETA-0.5
55624,3738124,78,ONLINE/THETA-0.5
51125,642383,79,ONLINE/THETA-0.5
64855,1931930,80,ONLINE/THETA-0.5
22048,940426,81,ONLINE/THETA-0.5
12160,331128,82,ONLINE/THETA-0.5
14520,952028,83,ONLINE/THETA-0.5
26704,159917,84,ONLINE/THETA-0.5
17692,945506,85,ONLINE/THETA-0.5
8305,242737,86,ONLINE/THETA-0.5
20862,939912,87,ONLINE/THETA-0.5
46525,475279,89,ONLINE/THETA-0.5
14573,321109,91,ONLINE/THETA-0.5
8338,303560,92,ONLINE/THETA-0.5
29394,826071,93,ONLINE/THETA-0.5
15210,679987,94,ONLINE/THETA-0.5
34473,121476,96,ONLINE/THETA-0.5
18745,833307,97,ONLINE/THETA-0.5
25932,873875,98,ONLINE/THETA-0.5
29292,228767,99,ONLINE/THETA-0.5
139179,7593546,14b,ONLINE/THETA-0.5
16469,481962,15,ONLINE/THETA-0.5
20721,647147,16,ONLINE/THETA-0.5
39847,1343009,17,ONLINE/THETA-0.5
27848,607781,18,ONLINE/THETA-0.5
23182,533077,19,ONLINE/THETA-0.5
19930,653683,20,ONLINE/THETA-0.5
9129,96057,21,ONLINE/THETA-0.5
9698,226433,22,ONLINE/THETA-0.5
80179,4797190,23a,ONLINE/THETA-0.5
82853,5225820,23b,ONLINE/THETA-0.5
29548,726837,24a,ONLINE/THETA-0.5
28436,677900,24b,ONLINE/THETA-0.5
41331,1490299,25,ONLINE/THETA-0.5
23155,475652,26,ONLINE/THETA-0.5
22325,402437,27,ONLINE/THETA-0.5
25373,1434054,28,ONLINE/THETA-0.5
40157,1418560,29,ONLINE/THETA-0.5
14864,711477,30,ONLINE/THETA-0.5
45618,1236549,31,ONLINE/THETA-0.5
12482,195834,32,ONLINE/THETA-0.5
24234,1042199,33,ONLINE/THETA-0.5
13852,207749,34,ONLINE/THETA-0.5
22533,806111,35,ONLINE/THETA-0.5
22659,481667,36,ONLINE/THETA-0.5
7320,213559,37,ONLINE/THETA-0.5
19355,910388,38,ONLINE/THETA-0.5
25124,509243,39a,ONLINE/THETA-0.5
24846,467288,39b,ONLINE/THETA-0.5
16820,530728,40,ONLINE/THETA-0.5
73676,3545857,88,ONLINE/THETA-0.5
13426,473701,90,ONLINE/THETA-0.5
15127,802624,01,ONLINE/THETA-0.5
34699,474691,02,ONLINE/THETA-0.5
21406,306457,63,ONLINE/THETA-0.5
76818,1491605,64,ONLINE/THETA-0.5
25766,1231293,65,ONLINE/THETA-0.5
27768,522544,66,ONLINE/THETA-0.5
51926,1919686,67,ONLINE/THETA-0.5
18553,535869,03,ONLINE/THETA-0.5
71483,6149813,04,ONLINE/THETA-0.5
30944,2125521,05,ONLINE/THETA-0.5
20385,596245,06,ONLINE/THETA-0.5
38648,961100,07,ONLINE/THETA-0.5
15519,318532,08,ONLINE/THETA-0.5
29157,2390576,09,ONLINE/THETA-0.5
20017,715817,10,ONLINE/THETA-0.5
59855,4623486,11,ONLINE/THETA-0.5
15640,530902,12,ONLINE/THETA-0.5
20020,282792,13,ONLINE/THETA-0.5
107701,4915589,14a,ONLINE/THETA-0.5
16184,41136,41,ONLINE/THETA-0.5
25238,585276,42,ONLINE/THETA-0.5
19084,332319,43,ONLINE/THETA-0.5
21280,421186,44,ONLINE/THETA-0.5
22466,879905,45,ONLINE/THETA-0.5
21899,389937,46,ONLINE/THETA-0.5
47615,1529964,47,ONLINE/THETA-0.5
24699,447694,48,ONLINE/THETA-0.5
34174,1811993,49,ONLINE/THETA-0.5
34388,1065080,50,ONLINE/THETA-0.5
22060,897482,51,ONLINE/THETA-0.5
14656,339234,52,ONLINE/THETA-0.5
13073,196387,53,ONLINE/THETA-0.5
63073,857295,54,ONLINE/THETA-0.5
17209,305718,55,ONLINE/THETA-0.5
23074,899755,56,ONLINE/THETA-0.5
32893,877881,57,ONLINE/THETA-0.5
32683,1981764,58,ONLINE/THETA-0.5
19457,556798,59,ONLINE/THETA-0.5
22239,971476,60,ONLINE/THETA-0.5
22480,570053,61,ONLINE/THETA-0.5
19709,262687,62,ONLINE/THETA-0.5
17538,247853,68,ONLINE/THETA-0.5
18403,89864,41,ONLINE/THETA-0.5
37581,758838,42,ONLINE/THETA-0.5
19696,343419,43,ONLINE/THETA-0.5
20535,345738,44,ONLINE/THETA-0.5
25250,1000809,45,ONLINE/THETA-0.5
19905,301376,46,ONLINE/THETA-0.5
42430,1279608,47,ONLINE/THETA-0.5
21113,459278,48,ONLINE/THETA-0.5
37146,1911289,49,ONLINE/THETA-0.5
35812,1054615,50,ONLINE/THETA-0.5
22014,868963,51,ONLINE/THETA-0.5
15174,387193,52,ONLINE/THETA-0.5
14508,209307,53,ONLINE/THETA-0.5
26374,718068,54,ONLINE/THETA-0.5
14907,354949,55,ONLINE/THETA-0.5
22494,956534,56,ONLINE/THETA-0.5
33868,945268,57,ONLINE/THETA-0.5
31143,1934919,58,ONLINE/THETA-0.5
16798,412727,59,ONLINE/THETA-0.5
44815,955392,60,ONLINE/THETA-0.5
24341,545934,61,ONLINE/THETA-0.5
18682,243194,62,ONLINE/THETA-0.5
17605,246421,68,ONLINE/THETA-0.5
134798,7062517,14b,ONLINE/THETA-0.5
20827,665494,15,ONLINE/THETA-0.5
25535,852758,16,ONLINE/THETA-0.5
71897,1580851,17,ONLINE/THETA-0.5
28968,721856,18,ONLINE/THETA-0.5
21746,488273,19,ONLINE/THETA-0.5
