Perf.,Cost,Query,Type
19187,604261,20,ONLINE/THETA-0.5
8791,98630,21,ONLINE/THETA-0.5
9952,240483,22,ONLINE/THETA-0.5
76340,4664664,23a,ONLINE/THETA-0.5
111610,4833886,23b,ONLINE/THETA-0.5
60519,896029,24a,ONLINE/THETA-0.5
28195,709088,24b,ONLINE/THETA-0.5
39529,1446415,25,ONLINE/THETA-0.5
24205,513068,26,ONLINE/THETA-0.5
21483,370393,27,ONLINE/THETA-0.5
21358,1444687,28,ONLINE/THETA-0.5
61817,1224102,29,ONLINE/THETA-0.5
21806,1304002,30,ONLINE/THETA-0.5
24713,1298377,31,ONLINE/THETA-0.5
12722,164646,32,ONLINE/THETA-0.5
22088,875460,33,ONLINE/THETA-0.5
13952,184866,34,ONLINE/THETA-0.5
21651,760875,35,ONLINE/THETA-0.5
24564,431749,36,ONLINE/THETA-0.5
6462,183200,37,ONLINE/THETA-0.5
19688,885724,38,ONLINE/THETA-0.5
25407,457042,39a,ONLINE/THETA-0.5
24304,438693,39b,ONLINE/THETA-0.5
21047,538508,40,ONLINE/THETA-0.5
68306,1255274,69,ONLINE/THETA-0.5
40235,1621431,70,ONLINE/THETA-0.5
24219,788143,71,ONLINE/THETA-0.5
13263,182278,73,ONLINE/THETA-0.5
41456,2529814,74,ONLINE/THETA-0.5
53936,3599300,75,ONLINE/THETA-0.5
14834,578387,76,ONLINE/THETA-0.5
26668,1752909,77,ONLINE/THETA-0.5
52928,4083700,78,ONLINE/THETA-0.5
30882,751048,79,ONLINE/THETA-0.5
78954,1962244,80,ONLINE/THETA-0.5
20327,913985,81,ONLINE/THETA-0.5
28463,360828,82,ONLINE/THETA-0.5
22326,1645658,83,ONLINE/THETA-0.5
9471,180840,84,ONLINE/THETA-0.5
47841,649184,85,ONLINE/THETA-0.5
10816,262820,86,ONLINE/THETA-0.5
21276,942834,87,ONLINE/THETA-0.5
20223,484678,89,ONLINE/THETA-0.5
12729,280207,91,ONLINE/THETA-0.5
9948,404396,92,ONLINE/THETA-0.5
27565,738097,93,ONLINE/THETA-0.5
21498,942986,94,ONLINE/THETA-0.5
13945,131740,96,ONLINE/THETA-0.5
17358,724346,97,ONLINE/THETA-0.5
23627,704243,98,ONLINE/THETA-0.5
27418,223175,99,ONLINE/THETA-0.5
72324,3898443,88,ONLINE/THETA-0.5
12462,435623,90,ONLINE/THETA-0.5
14307,709815,01,ONLINE/THETA-0.5
28709,336396,02,ONLINE/THETA-0.5
15142,250142,63,ONLINE/THETA-0.5
56568,1448396,64,ONLINE/THETA-0.5
29384,1438450,65,ONLINE/THETA-0.5
27719,540007,66,ONLINE/THETA-0.5
53768,2112803,67,ONLINE/THETA-0.5
16224,399466,03,ONLINE/THETA-0.5
68688,6099505,04,ONLINE/THETA-0.5
32474,2160378,05,ONLINE/THETA-0.5
19480,580902,06,ONLINE/THETA-0.5
35762,855772,07,ONLINE/THETA-0.5
15419,320516,08,ONLINE/THETA-0.5
28707,2462184,09,ONLINE/THETA-0.5
19685,711978,10,ONLINE/THETA-0.5
49669,3494201,11,ONLINE/THETA-0.5
12111,385738,12,ONLINE/THETA-0.5
19062,266857,13,ONLINE/THETA-0.5
120487,4639782,14a,ONLINE/THETA-0.5
71857,3557934,88,ONLINE/THETA-0.5
13613,429924,90,ONLINE/THETA-0.5
15461,780537,01,ONLINE/THETA-0.5
19296,568430,02,ONLINE/THETA-0.5
15222,244094,63,ONLINE/THETA-0.5
52981,1745160,64,ONLINE/THETA-0.5
28337,1303329,65,ONLINE/THETA-0.5
26813,527206,66,ONLINE/THETA-0.5
55116,2002964,67,ONLINE/THETA-0.5
15155,384992,03,ONLINE/THETA-0.5
70548,6428910,04,ONLINE/THETA-0.5
31770,2090089,05,ONLINE/THETA-0.5
20418,616189,06,ONLINE/THETA-0.5
34343,808935,07,ONLINE/THETA-0.5
14513,297400,08,ONLINE/THETA-0.5
26357,2529163,09,ONLINE/THETA-0.5
20553,706116,10,ONLINE/THETA-0.5
49714,3540883,11,ONLINE/THETA-0.5
12320,333285,12,ONLINE/THETA-0.5
35805,301244,13,ONLINE/THETA-0.5
122660,5644730,14a,ONLINE/THETA-0.5
55156,1583213,50,ONLINE/THETA-0.5
28755,1151138,51,ONLINE/THETA-0.5
16418,400034,52,ONLINE/THETA-0.5
16538,270793,53,ONLINE/THETA-0.5
60475,676783,54,ONLINE/THETA-0.5
15369,402632,55,ONLINE/THETA-0.5
36946,1167606,56,ONLINE/THETA-0.5
37335,1069066,57,ONLINE/THETA-0.5
39547,2463689,58,ONLINE/THETA-0.5
21465,605173,59,ONLINE/THETA-0.5
22884,1182690,60,ONLINE/THETA-0.5
24104,607723,61,ONLINE/THETA-0.5
19702,273032,62,ONLINE/THETA-0.5
19366,265143,68,ONLINE/THETA-0.5
20319,850286,69,ONLINE/THETA-0.5
30281,1159506,70,ONLINE/THETA-0.5
21090,699279,71,ONLINE/THETA-0.5
12684,165630,73,ONLINE/THETA-0.5
36793,2302335,74,ONLINE/THETA-0.5
53114,2974620,75,ONLINE/THETA-0.5
23578,534061,76,ONLINE/THETA-0.5
151370,6921539,14b,ONLINE/THETA-0.5
17523,473931,15,ONLINE/THETA-0.5
23796,756616,16,ONLINE/THETA-0.5
39262,1252390,17,ONLINE/THETA-0.5
27789,645636,18,ONLINE/THETA-0.5
22104,557546,19,ONLINE/THETA-0.5
51247,496922,20,ONLINE/THETA-0.5
9050,103922,21,ONLINE/THETA-0.5
9571,230635,22,ONLINE/THETA-0.5
74275,4511193,23a,ONLINE/THETA-0.5
81046,4904708,23b,ONLINE/THETA-0.5
58586,962118,24a,ONLINE/THETA-0.5
29890,763648,24b,ONLINE/THETA-0.5
63428,1348074,25,ONLINE/THETA-0.5
22033,496027,26,ONLINE/THETA-0.5
21940,384872,27,ONLINE/THETA-0.5
27936,1455680,28,ONLINE/THETA-0.5
36257,1185290,29,ONLINE/THETA-0.5
18083,1138156,30,ONLINE/THETA-0.5
39856,2435323,31,ONLINE/THETA-0.5
14265,221971,32,ONLINE/THETA-0.5
57493,1293308,33,ONLINE/THETA-0.5
17194,262878,34,ONLINE/THETA-0.5
24878,891410,35,ONLINE/THETA-0.5
25478,532818,36,ONLINE/THETA-0.5
7387,211050,37,ONLINE/THETA-0.5
22840,1117527,38,ONLINE/THETA-0.5
26613,496931,39a,ONLINE/THETA-0.5
25436,486534,39b,ONLINE/THETA-0.5
18644,536297,40,ONLINE/THETA-0.5
1955,1548,41,ONLINE/THETA-0.5
17051,490798,42,ONLINE/THETA-0.5
12733,216992,43,ONLINE/THETA-0.5
13920,231973,44,ONLINE/THETA-0.5
16244,602411,45,ONLINE/THETA-0.5
33537,262626,46,ONLINE/THETA-0.5
41963,1354254,47,ONLINE/THETA-0.5
18124,382105,48,ONLINE/THETA-0.5
28752,1789576,49,ONLINE/THETA-0.5
41041,2613456,77,ONLINE/THETA-0.5
59923,4638339,78,ONLINE/THETA-0.5
33542,769733,79,ONLINE/THETA-0.5
37185,2380284,80,ONLINE/THETA-0.5
16723,816435,81,ONLINE/THETA-0.5
10647,306299,82,ONLINE/THETA-0.5
17489,1183719,83,ONLINE/THETA-0.5
8094,206963,84,ONLINE/THETA-0.5
13038,483267,85,ONLINE/THETA-0.5
8162,244584,86,ONLINE/THETA-0.5
19334,928119,87,ONLINE/THETA-0.5
19887,462708,89,ONLINE/THETA-0.5
14280,275526,91,ONLINE/THETA-0.5
9704,418771,92,ONLINE/THETA-0.5
26653,676559,93,ONLINE/THETA-0.5
15769,768723,94,ONLINE/THETA-0.5
13513,136188,96,ONLINE/THETA-0.5
17603,656254,97,ONLINE/THETA-0.5
23262,675569,98,ONLINE/THETA-0.5
25556,239244,99,ONLINE/THETA-0.5
72063,3960605,88,ONLINE/THETA-0.5
13365,397208,90,ONLINE/THETA-0.5
15173,743839,01,ONLINE/THETA-0.5
14993,430395,02,ONLINE/THETA-0.5
14230,204420,63,ONLINE/THETA-0.5
51462,1514175,64,ONLINE/THETA-0.5
28413,1435794,65,ONLINE/THETA-0.5
27722,539699,66,ONLINE/THETA-0.5
56746,2188199,67,ONLINE/THETA-0.5
16211,368911,03,ONLINE/THETA-0.5
79493,7477844,04,ONLINE/THETA-0.5
55947,1967735,05,ONLINE/THETA-0.5
21491,663357,06,ONLINE/THETA-0.5
37299,925661,07,ONLINE/THETA-0.5
25607,302160,08,ONLINE/THETA-0.5
27381,2448875,09,ONLINE/THETA-0.5
49003,761008,10,ONLINE/THETA-0.5
52373,3937342,11,ONLINE/THETA-0.5
12879,407870,12,ONLINE/THETA-0.5
19992,289367,13,ONLINE/THETA-0.5
105679,5496782,14a,ONLINE/THETA-0.5
41367,2485914,31,ONLINE/THETA-0.5
40807,219350,32,ONLINE/THETA-0.5
26578,1204580,33,ONLINE/THETA-0.5
15040,224483,34,ONLINE/THETA-0.5
24229,870790,35,ONLINE/THETA-0.5
29472,721680,36,ONLINE/THETA-0.5
7303,230844,37,ONLINE/THETA-0.5
20913,1059710,38,ONLINE/THETA-0.5
36473,502786,39a,ONLINE/THETA-0.5
26747,507237,39b,ONLINE/THETA-0.5
19027,736407,40,ONLINE/THETA-0.5
1763,1028,41,ONLINE/THETA-0.5
13738,300081,42,ONLINE/THETA-0.5
13115,217581,43,ONLINE/THETA-0.5
14584,235341,44,ONLINE/THETA-0.5
16083,618824,45,ONLINE/THETA-0.5
18084,284213,46,ONLINE/THETA-0.5
44132,1373941,47,ONLINE/THETA-0.5
20415,442721,48,ONLINE/THETA-0.5
24130,1883588,49,ONLINE/THETA-0.5
55885,1680938,50,ONLINE/THETA-0.5
33435,1335804,51,ONLINE/THETA-0.5
17988,437840,52,ONLINE/THETA-0.5
18046,296078,53,ONLINE/THETA-0.5
33289,909089,54,ONLINE/THETA-0.5
14619,329408,55,ONLINE/THETA-0.5
21674,821768,56,ONLINE/THETA-0.5
34486,899959,57,ONLINE/THETA-0.5
27227,1824445,58,ONLINE/THETA-0.5
17456,465079,59,ONLINE/THETA-0.5
25871,1128816,60,ONLINE/THETA-0.5
25985,716168,61,ONLINE/THETA-0.5
21595,232123,62,ONLINE/THETA-0.5
17654,244180,68,ONLINE/THETA-0.5
20931,824571,69,ONLINE/THETA-0.5
59642,1214474,70,ONLINE/THETA-0.5
22542,885805,71,ONLINE/THETA-0.5
13503,176311,73,ONLINE/THETA-0.5
40187,2320769,74,ONLINE/THETA-0.5
48382,3798106,75,ONLINE/THETA-0.5
14014,583506,76,ONLINE/THETA-0.5
39933,2425143,77,ONLINE/THETA-0.5
60719,4445649,78,ONLINE/THETA-0.5
53085,648462,79,ONLINE/THETA-0.5
37963,2052629,80,ONLINE/THETA-0.5
16701,830859,81,ONLINE/THETA-0.5
10467,301797,82,ONLINE/THETA-0.5
14450,903930,83,ONLINE/THETA-0.5
7104,164914,84,ONLINE/THETA-0.5
16070,491050,85,ONLINE/THETA-0.5
7815,223186,86,ONLINE/THETA-0.5
19224,902924,87,ONLINE/THETA-0.5
24134,452829,89,ONLINE/THETA-0.5
13286,250381,91,ONLINE/THETA-0.5
9897,405098,92,ONLINE/THETA-0.5
26872,698571,93,ONLINE/THETA-0.5
15034,748520,94,ONLINE/THETA-0.5
12715,132018,96,ONLINE/THETA-0.5
16925,637619,97,ONLINE/THETA-0.5
25911,872386,98,ONLINE/THETA-0.5
25019,229162,99,ONLINE/THETA-0.5
123191,5894753,14b,ONLINE/THETA-0.5
16948,503251,15,ONLINE/THETA-0.5
20740,696147,16,ONLINE/THETA-0.5
38703,1263406,17,ONLINE/THETA-0.5
26829,637621,18,ONLINE/THETA-0.5
21412,445095,19,ONLINE/THETA-0.5
15823,430933,20,ONLINE/THETA-0.5
8408,115307,21,ONLINE/THETA-0.5
9117,227097,22,ONLINE/THETA-0.5
74245,4305122,23a,ONLINE/THETA-0.5
90534,5022438,23b,ONLINE/THETA-0.5
58604,1406278,24a,ONLINE/THETA-0.5
43107,1031754,24b,ONLINE/THETA-0.5
38941,1473889,25,ONLINE/THETA-0.5
26140,621949,26,ONLINE/THETA-0.5
22501,403096,27,ONLINE/THETA-0.5
25063,1335331,28,ONLINE/THETA-0.5
35816,1272658,29,ONLINE/THETA-0.5
15241,696666,30,ONLINE/THETA-0.5
55430,1616672,50,OFFLINE/THETA-0.0
29629,1740892,51,OFFLINE/THETA-0.0
11966,411646,52,OFFLINE/THETA-0.0
15008,539760,53,OFFLINE/THETA-0.0
29655,1233060,54,OFFLINE/THETA-0.0
10261,347402,55,OFFLINE/THETA-0.0
39369,964604,56,OFFLINE/THETA-0.0
30754,799454,57,OFFLINE/THETA-0.0
29350,2034390,58,OFFLINE/THETA-0.0
16729,610915,59,OFFLINE/THETA-0.0
21206,1097366,60,OFFLINE/THETA-0.0
27360,1679896,61,OFFLINE/THETA-0.0
20044,239681,62,OFFLINE/THETA-0.0
15045,694105,68,OFFLINE/THETA-0.0
18496,920685,69,OFFLINE/THETA-0.0
29138,1490598,70,OFFLINE/THETA-0.0
18800,1232115,71,OFFLINE/THETA-0.0
11528,586452,73,OFFLINE/THETA-0.0
55194,2493572,74,OFFLINE/THETA-0.0
46996,3441011,75,OFFLINE/THETA-0.0
13973,617990,76,OFFLINE/THETA-0.0
70560,5381359,88,OFFLINE/THETA-0.0
12018,341501,90,OFFLINE/THETA-0.0
13062,473022,01,OFFLINE/THETA-0.0
144087,6777632,02,OFFLINE/THETA-0.0
17399,612154,63,OFFLINE/THETA-0.0
52902,1443539,64,OFFLINE/THETA-0.0
30571,1709360,65,OFFLINE/THETA-0.0
29004,745991,66,OFFLINE/THETA-0.0
47086,2043475,67,OFFLINE/THETA-0.0
11018,429420,03,OFFLINE/THETA-0.0
77701,4914237,04,OFFLINE/THETA-0.0
29504,2717415,05,OFFLINE/THETA-0.0
17371,647665,06,OFFLINE/THETA-0.0
18890,1061470,07,OFFLINE/THETA-0.0
10601,413716,08,OFFLINE/THETA-0.0
27446,2347851,09,OFFLINE/THETA-0.0
16879,878399,10,OFFLINE/THETA-0.0
41939,3329788,11,OFFLINE/THETA-0.0
13442,257079,12,OFFLINE/THETA-0.0
14244,658848,13,OFFLINE/THETA-0.0
100693,5526827,14a,OFFLINE/THETA-0.0
139177,7795209,14b,OFFLINE/THETA-0.0
16323,509658,15,OFFLINE/THETA-0.0
50515,681478,16,OFFLINE/THETA-0.0
30097,1495611,17,OFFLINE/THETA-0.0
23468,659470,18,OFFLINE/THETA-0.0
17373,546240,19,OFFLINE/THETA-0.0
15680,561400,20,OFFLINE/THETA-0.0
8558,107227,21,OFFLINE/THETA-0.0
9134,227233,22,OFFLINE/THETA-0.0
66028,4708425,23a,OFFLINE/THETA-0.0
72010,5076629,23b,OFFLINE/THETA-0.0
27618,1044635,24a,OFFLINE/THETA-0.0
23931,878028,24b,OFFLINE/THETA-0.0
27532,1469591,25,OFFLINE/THETA-0.0
16434,527510,26,OFFLINE/THETA-0.0
15851,731352,27,OFFLINE/THETA-0.0
33303,1771933,28,OFFLINE/THETA-0.0
26947,1270305,29,OFFLINE/THETA-0.0
16180,373339,30,OFFLINE/THETA-0.0
66316,2732883,31,OFFLINE/THETA-0.0
15459,483605,32,OFFLINE/THETA-0.0
25535,1583608,33,OFFLINE/THETA-0.0
15432,726019,34,OFFLINE/THETA-0.0
22278,1044949,35,OFFLINE/THETA-0.0
27289,827988,36,OFFLINE/THETA-0.0
9830,249516,37,OFFLINE/THETA-0.0
21637,1441118,38,OFFLINE/THETA-0.0
31435,544321,39a,OFFLINE/THETA-0.0
27341,508214,39b,OFFLINE/THETA-0.0
17056,438694,40,OFFLINE/THETA-0.0
1739,1163,41,OFFLINE/THETA-0.0
9490,353924,42,OFFLINE/THETA-0.0
10928,472330,43,OFFLINE/THETA-0.0
16139,779167,44,OFFLINE/THETA-0.0
16979,445493,45,OFFLINE/THETA-0.0
15467,717495,46,OFFLINE/THETA-0.0
40127,1502748,47,OFFLINE/THETA-0.0
14446,497388,48,OFFLINE/THETA-0.0
25983,1810375,49,OFFLINE/THETA-0.0
45025,2184348,77,OFFLINE/THETA-0.0
81785,4206659,78,OFFLINE/THETA-0.0
23385,1228949,79,OFFLINE/THETA-0.0
37909,2424147,80,OFFLINE/THETA-0.0
17673,407090,81,OFFLINE/THETA-0.0
9576,381950,82,OFFLINE/THETA-0.0
13625,507092,83,OFFLINE/THETA-0.0
10000,119491,84,OFFLINE/THETA-0.0
15589,179753,85,OFFLINE/THETA-0.0
10515,140450,86,OFFLINE/THETA-0.0
19774,1019438,87,OFFLINE/THETA-0.0
22592,987879,89,OFFLINE/THETA-0.0
14214,129970,91,OFFLINE/THETA-0.0
9419,393512,92,OFFLINE/THETA-0.0
21875,1082571,93,OFFLINE/THETA-0.0
22391,814331,94,OFFLINE/THETA-0.0
12603,766646,96,OFFLINE/THETA-0.0
14475,928770,97,OFFLINE/THETA-0.0
19287,725926,98,OFFLINE/THETA-0.0
25199,307580,99,OFFLINE/THETA-0.0
41818,2309268,77,OFFLINE/THETA-0.0
72466,3768720,78,OFFLINE/THETA-0.0
21233,1065131,79,OFFLINE/THETA-0.0
36748,2429237,80,OFFLINE/THETA-0.0
15234,343436,81,OFFLINE/THETA-0.0
8564,381559,82,OFFLINE/THETA-0.0
14469,363497,83,OFFLINE/THETA-0.0
8246,160930,84,OFFLINE/THETA-0.0
14198,239514,85,OFFLINE/THETA-0.0
7904,153367,86,OFFLINE/THETA-0.0
21347,934599,87,OFFLINE/THETA-0.0
27093,1427581,89,OFFLINE/THETA-0.0
13178,127387,91,OFFLINE/THETA-0.0
8791,380446,92,OFFLINE/THETA-0.0
19965,1019736,93,OFFLINE/THETA-0.0
17681,684715,94,OFFLINE/THETA-0.0
13454,833452,96,OFFLINE/THETA-0.0
14035,943681,97,OFFLINE/THETA-0.0
18031,728017,98,OFFLINE/THETA-0.0
25031,293788,99,OFFLINE/THETA-0.0
55594,1699652,50,OFFLINE/THETA-0.0
28257,1647323,51,OFFLINE/THETA-0.0
12612,511661,52,OFFLINE/THETA-0.0
14091,568208,53,OFFLINE/THETA-0.0
51348,1168551,54,OFFLINE/THETA-0.0
15533,571116,55,OFFLINE/THETA-0.0
20153,1064738,56,OFFLINE/THETA-0.0
33382,995059,57,OFFLINE/THETA-0.0
26695,1991405,58,OFFLINE/THETA-0.0
13188,593902,59,OFFLINE/THETA-0.0
21767,1478799,60,OFFLINE/THETA-0.0
25722,1753058,61,OFFLINE/THETA-0.0
19428,232284,62,OFFLINE/THETA-0.0
14076,662888,68,OFFLINE/THETA-0.0
20914,1176713,69,OFFLINE/THETA-0.0
26168,1481872,70,OFFLINE/THETA-0.0
19619,1217292,71,OFFLINE/THETA-0.0
11496,579595,73,OFFLINE/THETA-0.0
62869,1743586,74,OFFLINE/THETA-0.0
44675,2897685,75,OFFLINE/THETA-0.0
12842,661181,76,OFFLINE/THETA-0.0
78033,5314360,88,OFFLINE/THETA-0.0
43662,559281,90,OFFLINE/THETA-0.0
15522,514226,01,OFFLINE/THETA-0.0
15496,953753,02,OFFLINE/THETA-0.0
15155,587089,63,OFFLINE/THETA-0.0
52103,1673581,64,OFFLINE/THETA-0.0
26127,1960400,65,OFFLINE/THETA-0.0
27893,749110,66,OFFLINE/THETA-0.0
52212,2383762,67,OFFLINE/THETA-0.0
15854,586872,03,OFFLINE/THETA-0.0
119969,5144703,04,OFFLINE/THETA-0.0
28002,2441125,05,OFFLINE/THETA-0.0
19976,832632,06,OFFLINE/THETA-0.0
21957,1256379,07,OFFLINE/THETA-0.0
11014,412670,08,OFFLINE/THETA-0.0
26423,2172827,09,OFFLINE/THETA-0.0
19969,1111710,10,OFFLINE/THETA-0.0
93562,2593134,11,OFFLINE/THETA-0.0
14498,292952,12,OFFLINE/THETA-0.0
14793,698418,13,OFFLINE/THETA-0.0
106975,5710460,14a,OFFLINE/THETA-0.0
45402,2339538,31,OFFLINE/THETA-0.0
46569,531437,32,OFFLINE/THETA-0.0
20115,1316222,33,OFFLINE/THETA-0.0
15479,677336,34,OFFLINE/THETA-0.0
21266,1168712,35,OFFLINE/THETA-0.0
22591,995430,36,OFFLINE/THETA-0.0
29376,274728,37,OFFLINE/THETA-0.0
21836,1104887,38,OFFLINE/THETA-0.0
26331,485828,39a,OFFLINE/THETA-0.0
26807,475640,39b,OFFLINE/THETA-0.0
16941,418088,40,OFFLINE/THETA-0.0
38166,1339,41,OFFLINE/THETA-0.0
12834,529186,42,OFFLINE/THETA-0.0
10570,514889,43,OFFLINE/THETA-0.0
16538,753311,44,OFFLINE/THETA-0.0
17454,495588,45,OFFLINE/THETA-0.0
17717,770824,46,OFFLINE/THETA-0.0
39974,1650673,47,OFFLINE/THETA-0.0
15400,519083,48,OFFLINE/THETA-0.0
23772,1537936,49,OFFLINE/THETA-0.0
136900,7844580,14b,OFFLINE/THETA-0.0
16809,562869,15,OFFLINE/THETA-0.0
49010,667614,16,OFFLINE/THETA-0.0
33767,1627203,17,OFFLINE/THETA-0.0
24854,675511,18,OFFLINE/THETA-0.0
15190,606983,19,OFFLINE/THETA-0.0
14951,483028,20,OFFLINE/THETA-0.0
20750,101317,21,OFFLINE/THETA-0.0
8973,214680,22,OFFLINE/THETA-0.0
70801,5143330,23a,OFFLINE/THETA-0.0
78739,5536135,23b,OFFLINE/THETA-0.0
30454,1013062,24a,OFFLINE/THETA-0.0
78431,966568,24b,OFFLINE/THETA-0.0
29767,1493584,25,OFFLINE/THETA-0.0
18058,598068,26,OFFLINE/THETA-0.0
15098,724512,27,OFFLINE/THETA-0.0
32080,1787619,28,OFFLINE/THETA-0.0
39266,1690594,29,OFFLINE/THETA-0.0
14653,421590,30,OFFLINE/THETA-0.0
36721,1490930,69,OFFLINE/THETA-0.0
36951,1986303,70,OFFLINE/THETA-0.0
23049,1386482,71,OFFLINE/THETA-0.0
17493,721266,73,OFFLINE/THETA-0.0
57452,2272096,74,OFFLINE/THETA-0.0
70760,3292913,75,OFFLINE/THETA-0.0
15449,561848,76,OFFLINE/THETA-0.0
24878,1306950,77,OFFLINE/THETA-0.0
48568,4303804,78,OFFLINE/THETA-0.0
19309,1070164,79,OFFLINE/THETA-0.0
34686,1854606,80,OFFLINE/THETA-0.0
14851,348952,81,OFFLINE/THETA-0.0
9219,396555,82,OFFLINE/THETA-0.0
13637,419426,83,OFFLINE/THETA-0.0
7382,140237,84,OFFLINE/THETA-0.0
15732,195467,85,OFFLINE/THETA-0.0
9760,125568,86,OFFLINE/THETA-0.0
18700,826072,87,OFFLINE/THETA-0.0
14923,482876,89,OFFLINE/THETA-0.0
12534,121415,91,OFFLINE/THETA-0.0
13543,360248,92,OFFLINE/THETA-0.0
18736,897445,93,OFFLINE/THETA-0.0
17404,673770,94,OFFLINE/THETA-0.0
12251,726907,96,OFFLINE/THETA-0.0
24415,581269,97,OFFLINE/THETA-0.0
23278,1016937,98,OFFLINE/THETA-0.0
24500,311189,99,OFFLINE/THETA-0.0
142557,7266383,14b,OFFLINE/THETA-0.0
19664,689735,15,OFFLINE/THETA-0.0
17930,638041,16,OFFLINE/THETA-0.0
33277,1631567,17,OFFLINE/THETA-0.0
24304,683091,18,OFFLINE/THETA-0.0
15621,492079,19,OFFLINE/THETA-0.0
16272,521412,20,OFFLINE/THETA-0.0
8919,113071,21,OFFLINE/THETA-0.0
9802,220722,22,OFFLINE/THETA-0.0
72299,4851541,23a,OFFLINE/THETA-0.0
75981,5590031,23b,OFFLINE/THETA-0.0
28941,956932,24a,OFFLINE/THETA-0.0
25511,929601,24b,OFFLINE/THETA-0.0
27961,1315061,25,OFFLINE/THETA-0.0
18757,645641,26,OFFLINE/THETA-0.0
16510,848061,27,OFFLINE/THETA-0.0
20107,1642303,28,OFFLINE/THETA-0.0
24580,1280383,29,OFFLINE/THETA-0.0
13671,401889,30,OFFLINE/THETA-0.0
18538,667411,31,OFFLINE/THETA-0.0
10794,433570,32,OFFLINE/THETA-0.0
38149,762449,33,OFFLINE/THETA-0.0
18365,699340,34,OFFLINE/THETA-0.0
21405,913732,35,OFFLINE/THETA-0.0
15385,753287,36,OFFLINE/THETA-0.0
6786,218731,37,OFFLINE/THETA-0.0
24804,726333,38,OFFLINE/THETA-0.0
24726,481070,39a,OFFLINE/THETA-0.0
27126,457660,39b,OFFLINE/THETA-0.0
16255,382581,40,OFFLINE/THETA-0.0
69327,4916404,88,OFFLINE/THETA-0.0
13184,439416,90,OFFLINE/THETA-0.0
13787,513060,01,OFFLINE/THETA-0.0
18514,1353206,02,OFFLINE/THETA-0.0
13667,613066,63,OFFLINE/THETA-0.0
50045,1392563,64,OFFLINE/THETA-0.0
23115,1830954,65,OFFLINE/THETA-0.0
28407,643948,66,OFFLINE/THETA-0.0
47200,2058000,67,OFFLINE/THETA-0.0
11511,407594,03,OFFLINE/THETA-0.0
107813,4395030,04,OFFLINE/THETA-0.0
30052,2558881,05,OFFLINE/THETA-0.0
18574,736658,06,OFFLINE/THETA-0.0
23326,1231252,07,OFFLINE/THETA-0.0
14849,455468,08,OFFLINE/THETA-0.0
25568,2047536,09,OFFLINE/THETA-0.0
19867,779261,10,OFFLINE/THETA-0.0
79050,2909596,11,OFFLINE/THETA-0.0
14251,280552,12,OFFLINE/THETA-0.0
13104,572301,13,OFFLINE/THETA-0.0
108715,5433556,14a,OFFLINE/THETA-0.0
17286,76536,41,OFFLINE/THETA-0.0
19790,863630,42,OFFLINE/THETA-0.0
16369,630335,43,OFFLINE/THETA-0.0
21623,995716,44,OFFLINE/THETA-0.0
17798,601270,45,OFFLINE/THETA-0.0
26119,935446,46,OFFLINE/THETA-0.0
42807,1723168,47,OFFLINE/THETA-0.0
20622,737910,48,OFFLINE/THETA-0.0
25741,2002137,49,OFFLINE/THETA-0.0
25338,948595,50,OFFLINE/THETA-0.0
24605,500530,51,OFFLINE/THETA-0.0
13471,509708,52,OFFLINE/THETA-0.0
12437,492257,53,OFFLINE/THETA-0.0
23211,975183,54,OFFLINE/THETA-0.0
10215,338682,55,OFFLINE/THETA-0.0
20509,842982,56,OFFLINE/THETA-0.0
26991,714411,57,OFFLINE/THETA-0.0
39701,1314335,58,OFFLINE/THETA-0.0
17533,797630,59,OFFLINE/THETA-0.0
21079,1073064,60,OFFLINE/THETA-0.0
50024,1642310,61,OFFLINE/THETA-0.0
20449,353296,62,OFFLINE/THETA-0.0
14009,655993,68,OFFLINE/THETA-0.0
172232,7408685,14b,OFFLINE/THETA-0.0
18762,646084,15,OFFLINE/THETA-0.0
48462,661492,16,OFFLINE/THETA-0.0
36960,1879053,17,OFFLINE/THETA-0.0
24128,690776,18,OFFLINE/THETA-0.0
16133,621272,19,OFFLINE/THETA-0.0
49594,524168,20,OFFLINE/THETA-0.0
10052,145044,21,OFFLINE/THETA-0.0
8773,225546,22,OFFLINE/THETA-0.0
85188,4821781,23a,OFFLINE/THETA-0.0
72359,5131944,23b,OFFLINE/THETA-0.0
24791,921438,24a,OFFLINE/THETA-0.0
61299,884408,24b,OFFLINE/THETA-0.0
63031,1944144,25,OFFLINE/THETA-0.0
18172,593080,26,OFFLINE/THETA-0.0
17598,814015,27,OFFLINE/THETA-0.0
22060,1867757,28,OFFLINE/THETA-0.0
27087,1226348,29,OFFLINE/THETA-0.0
14673,466490,30,OFFLINE/THETA-0.0
24425,1801578,31,OFFLINE/THETA-0.0
10948,457462,32,OFFLINE/THETA-0.0
18314,822355,33,OFFLINE/THETA-0.0
14338,681526,34,OFFLINE/THETA-0.0
19556,1027821,35,OFFLINE/THETA-0.0
16861,826993,36,OFFLINE/THETA-0.0
6625,229814,37,OFFLINE/THETA-0.0
17778,865037,38,OFFLINE/THETA-0.0
25287,475167,39a,OFFLINE/THETA-0.0
33290,476833,39b,OFFLINE/THETA-0.0
16166,398283,40,OFFLINE/THETA-0.0
16299,78939,41,OFFLINE/THETA-0.0
