,optimum,Availability,dataset,theta
31819,25,0-shot,tpcds,0.25
31820,0,0-shot,tpcds,0.25
31821,0,0-shot,tpcds,0.25
31822,0,0-shot,tpcds,0.25
31823,17,0-shot,tpcds,0.25
31824,0,0-shot,tpcds,0.25
31825,0,0-shot,tpcds,0.25
31826,0,0-shot,tpcds,0.25
31827,0,0-shot,tpcds,0.25
31828,50,0-shot,tpcds,0.25
31829,34,0-shot,tpcds,0.25
31830,25,0-shot,tpcds,0.25
31831,28,0-shot,tpcds,0.25
31832,25,0-shot,tpcds,0.25
31833,17,0-shot,tpcds,0.25
31834,0,0-shot,tpcds,0.25
31835,0,0-shot,tpcds,0.25
31836,2,0-shot,tpcds,0.25
31837,2,0-shot,tpcds,0.25
31838,8,0-shot,tpcds,0.25
31839,16,0-shot,tpcds,0.25
31840,1,0-shot,tpcds,0.25
31841,0,0-shot,tpcds,0.25
31842,0,0-shot,tpcds,0.25
31843,49,0-shot,tpcds,0.25
31844,29,0-shot,tpcds,0.25
31845,15,0-shot,tpcds,0.25
31846,0,0-shot,tpcds,0.25
31847,17,0-shot,tpcds,0.25
31848,17,0-shot,tpcds,0.25
31849,17,0-shot,tpcds,0.25
31850,17,0-shot,tpcds,0.25
31851,17,0-shot,tpcds,0.25
31852,17,0-shot,tpcds,0.25
31853,17,0-shot,tpcds,0.25
31854,17,0-shot,tpcds,0.25
31855,17,0-shot,tpcds,0.25
31856,17,0-shot,tpcds,0.25
31857,17,0-shot,tpcds,0.25
31858,17,0-shot,tpcds,0.25
31859,17,0-shot,tpcds,0.25
31860,17,0-shot,tpcds,0.25
31861,17,0-shot,tpcds,0.25
31862,0,0-shot,tpcds,0.25
31863,0,0-shot,tpcds,0.25
31864,0,0-shot,tpcds,0.25
31865,0,0-shot,tpcds,0.25
31866,0,0-shot,tpcds,0.25
31867,0,0-shot,tpcds,0.25
31868,0,0-shot,tpcds,0.25
31869,0,0-shot,tpcds,0.25
31870,0,0-shot,tpcds,0.25
31871,0,0-shot,tpcds,0.25
31872,0,0-shot,tpcds,0.25
31873,0,0-shot,tpcds,0.25
31874,0,0-shot,tpcds,0.25
31875,0,0-shot,tpcds,0.25
31876,0,0-shot,tpcds,0.25
31877,0,0-shot,tpcds,0.25
31878,8,0-shot,tpcds,0.25
31879,17,0-shot,tpcds,0.25
31880,0,0-shot,tpcds,0.25
31881,82,0-shot,tpcds,0.25
31882,17,0-shot,tpcds,0.25
31883,2,0-shot,tpcds,0.25
31884,0,0-shot,tpcds,0.25
31885,33,0-shot,tpcds,0.25
31886,34,0-shot,tpcds,0.25
31887,34,0-shot,tpcds,0.25
31888,25,0-shot,tpcds,0.25
31889,8,0-shot,tpcds,0.25
31890,7,0-shot,tpcds,0.25
31891,0,0-shot,tpcds,0.25
31892,8,0-shot,tpcds,0.25
31893,17,0-shot,tpcds,0.25
31894,0,0-shot,tpcds,0.25
31895,0,0-shot,tpcds,0.25
31896,82,0-shot,tpcds,0.25
31897,50,0-shot,tpcds,0.25
31898,50,0-shot,tpcds,0.25
31899,49,0-shot,tpcds,0.25
31900,49,0-shot,tpcds,0.25
31901,35,0-shot,tpcds,0.25
31902,35,0-shot,tpcds,0.25
31903,50,0-shot,tpcds,0.25
31904,50,0-shot,tpcds,0.25
31905,35,0-shot,tpcds,0.25
31906,36,0-shot,tpcds,0.25
31907,34,0-shot,tpcds,0.25
31908,82,0-shot,tpcds,0.25
31909,0,0-shot,tpcds,0.25
31910,0,0-shot,tpcds,0.25
31911,34,0-shot,tpcds,0.25
31912,47,0-shot,tpcds,0.25
31913,18,0-shot,tpcds,0.25
31914,1,0-shot,tpcds,0.25
31915,0,0-shot,tpcds,0.25
31916,0,0-shot,tpcds,0.25
31917,17,0-shot,tpcds,0.25
31918,0,0-shot,tpcds,0.25
31919,2,0-shot,tpcds,0.25
31920,0,0-shot,tpcds,0.25
31921,0,0-shot,tpcds,0.25
31922,0,0-shot,tpcds,0.25
31923,38,0-shot,tpcds,0.25
31924,35,0-shot,tpcds,0.25
31925,23,0-shot,tpcds,0.25
31926,7,0-shot,tpcds,0.25
31927,0,0-shot,tpcds,0.25
31928,0,0-shot,tpcds,0.25
31929,17,0-shot,tpcds,0.25
31930,0,0-shot,tpcds,0.25
31931,17,0-shot,tpcds,0.25
31932,0,0-shot,tpcds,0.25
31933,17,0-shot,tpcds,0.25
31934,0,0-shot,tpcds,0.25
31935,0,0-shot,tpcds,0.25
31936,82,0-shot,tpcds,0.25
31937,0,0-shot,tpcds,0.25
31938,17,0-shot,tpcds,0.25
31939,82,0-shot,tpcds,0.25
31940,35,0-shot,tpcds,0.25
31941,36,0-shot,tpcds,0.25
31942,34,0-shot,tpcds,0.25
31943,49,0-shot,tpcds,0.25
31944,28,0-shot,tpcds,0.25
31945,50,0-shot,tpcds,0.25
31946,50,0-shot,tpcds,0.25
31947,12,0-shot,tpcds,0.25
31948,28,0-shot,tpcds,0.25
31949,1,0-shot,tpcds,0.25
31950,50,0-shot,tpcds,0.25
31951,50,0-shot,tpcds,0.25
31952,50,0-shot,tpcds,0.25
31953,46,0-shot,tpcds,0.25
31954,50,0-shot,tpcds,0.25
31955,50,0-shot,tpcds,0.25
31956,17,0-shot,tpcds,0.25
31957,17,0-shot,tpcds,0.25
31958,82,0-shot,tpcds,0.25
31959,83,0-shot,tpcds,0.25
31960,0,0-shot,tpcds,0.25
31961,0,0-shot,tpcds,0.25
31962,0,0-shot,tpcds,0.25
31963,14,0-shot,tpcds,0.25
31964,2,0-shot,tpcds,0.25
31965,17,0-shot,tpcds,0.25
31966,0,0-shot,tpcds,0.25
31967,2,0-shot,tpcds,0.25
31968,0,0-shot,tpcds,0.25
31969,0,0-shot,tpcds,0.25
31970,82,0-shot,tpcds,0.25
31971,49,0-shot,tpcds,0.25
31972,49,0-shot,tpcds,0.25
31973,49,0-shot,tpcds,0.25
31974,34,0-shot,tpcds,0.25
31975,34,0-shot,tpcds,0.25
31976,34,0-shot,tpcds,0.25
31977,25,0-shot,tpcds,0.25
31978,34,0-shot,tpcds,0.25
31979,34,0-shot,tpcds,0.25
31980,2,0-shot,tpcds,0.25
31981,33,0-shot,tpcds,0.25
31982,26,0-shot,tpcds,0.25
31983,35,0-shot,tpcds,0.25
31984,3,0-shot,tpcds,0.25
31985,3,0-shot,tpcds,0.25
31986,3,0-shot,tpcds,0.25
31987,2,0-shot,tpcds,0.25
31988,3,0-shot,tpcds,0.25
31989,0,0-shot,tpcds,0.25
31990,0,0-shot,tpcds,0.25
31991,0,0-shot,tpcds,0.25
31992,17,0-shot,tpcds,0.25
31993,0,0-shot,tpcds,0.25
31994,17,0-shot,tpcds,0.25
31995,0,0-shot,tpcds,0.25
31996,4,0-shot,tpcds,0.25
31997,11,0-shot,tpcds,0.25
31998,1,0-shot,tpcds,0.25
31999,0,0-shot,tpcds,0.25
32000,17,0-shot,tpcds,0.25
32001,0,0-shot,tpcds,0.25
32002,2,0-shot,tpcds,0.25
32003,0,0-shot,tpcds,0.25
32004,0,0-shot,tpcds,0.25
32005,17,0-shot,tpcds,0.25
32006,82,0-shot,tpcds,0.25
32007,0,0-shot,tpcds,0.25
32008,38,0-shot,tpcds,0.25
32009,16,0-shot,tpcds,0.25
32010,49,0-shot,tpcds,0.25
32011,7,0-shot,tpcds,0.25
32012,25,0-shot,tpcds,0.25
32013,12,0-shot,tpcds,0.25
32014,50,0-shot,tpcds,0.25
32015,36,0-shot,tpcds,0.25
32016,25,0-shot,tpcds,0.25
32017,0,0-shot,tpcds,0.25
32018,0,0-shot,tpcds,0.25
32019,0,0-shot,tpcds,0.25
32020,0,0-shot,tpcds,0.25
32021,0,0-shot,tpcds,0.25
32022,0,0-shot,tpcds,0.25
32023,17,0-shot,tpcds,0.25
32024,0,0-shot,tpcds,0.25
32025,0,0-shot,tpcds,0.25
32026,0,0-shot,tpcds,0.25
32027,8,0-shot,tpcds,0.25
32028,34,0-shot,tpcds,0.25
32029,8,0-shot,tpcds,0.25
32030,8,0-shot,tpcds,0.25
32031,5,0-shot,tpcds,0.25
32032,35,0-shot,tpcds,0.25
32033,8,0-shot,tpcds,0.25
32034,17,0-shot,tpcds,0.25
32035,0,0-shot,tpcds,0.25
32036,82,0-shot,tpcds,0.25
32037,17,0-shot,tpcds,0.25
32038,2,0-shot,tpcds,0.25
32039,0,0-shot,tpcds,0.25
32040,33,0-shot,tpcds,0.25
32041,34,0-shot,tpcds,0.25
32042,34,0-shot,tpcds,0.25
32043,25,0-shot,tpcds,0.25
32044,25,0-shot,tpcds,0.25
32045,16,0-shot,tpcds,0.25
32046,35,0-shot,tpcds,0.25
32047,0,0-shot,tpcds,0.25
32048,0,0-shot,tpcds,0.25
32049,17,0-shot,tpcds,0.25
32050,0,0-shot,tpcds,0.25
32051,0,0-shot,tpcds,0.25
32052,0,0-shot,tpcds,0.25
32053,50,0-shot,tpcds,0.25
32054,34,0-shot,tpcds,0.25
32055,27,0-shot,tpcds,0.25
32056,0,0-shot,tpcds,0.25
32057,0,0-shot,tpcds,0.25
32058,0,0-shot,tpcds,0.25
32059,32,0-shot,tpcds,0.25
32060,0,0-shot,tpcds,0.25
32061,17,0-shot,tpcds,0.25
32062,35,0-shot,tpcds,0.25
32063,0,0-shot,tpcds,0.25
32064,35,0-shot,tpcds,0.25
32065,0,0-shot,tpcds,0.25
32066,17,0-shot,tpcds,0.25
32067,0,0-shot,tpcds,0.25
32068,8,0-shot,tpcds,0.25
32069,17,0-shot,tpcds,0.25
32070,82,0-shot,tpcds,0.25
32071,34,0-shot,tpcds,0.25
32072,34,0-shot,tpcds,0.25
32073,35,0-shot,tpcds,0.25
32074,34,0-shot,tpcds,0.25
32075,36,0-shot,tpcds,0.25
32076,34,0-shot,tpcds,0.25
32077,34,0-shot,tpcds,0.25
32078,36,0-shot,tpcds,0.25
32079,36,0-shot,tpcds,0.25
32080,35,0-shot,tpcds,0.25
32081,0,0-shot,tpcds,0.25
32082,32,0-shot,tpcds,0.25
32083,0,0-shot,tpcds,0.25
32084,0,0-shot,tpcds,0.25
32085,0,0-shot,tpcds,0.25
32086,0,0-shot,tpcds,0.25
32087,37,0-shot,tpcds,0.25
32088,5,0-shot,tpcds,0.25
32089,31,0-shot,tpcds,0.25
32090,31,0-shot,tpcds,0.25
32091,25,0-shot,tpcds,0.25
32092,25,0-shot,tpcds,0.25
32093,4,0-shot,tpcds,0.25
32094,32,0-shot,tpcds,0.25
32095,0,0-shot,tpcds,0.25
32096,0,0-shot,tpcds,0.25
32097,0,0-shot,tpcds,0.25
32098,0,0-shot,tpcds,0.25
32099,37,0-shot,tpcds,0.25
32100,5,0-shot,tpcds,0.25
32101,31,0-shot,tpcds,0.25
32102,31,0-shot,tpcds,0.25
32103,25,0-shot,tpcds,0.25
32104,25,0-shot,tpcds,0.25
32105,2,0-shot,tpcds,0.25
32106,0,0-shot,tpcds,0.25
32107,0,0-shot,tpcds,0.25
32108,17,0-shot,tpcds,0.25
32109,61,0-shot,tpcds,0.25
32110,0,0-shot,tpcds,0.25
32111,0,0-shot,tpcds,0.25
32112,0,0-shot,tpcds,0.25
32113,35,0-shot,tpcds,0.25
32114,5,0-shot,tpcds,0.25
32115,34,0-shot,tpcds,0.25
32116,34,0-shot,tpcds,0.25
32117,5,0-shot,tpcds,0.25
32118,0,0-shot,tpcds,0.25
32119,0,0-shot,tpcds,0.25
32120,0,0-shot,tpcds,0.25
32121,0,0-shot,tpcds,0.25
32122,0,0-shot,tpcds,0.25
32123,17,0-shot,tpcds,0.25
32124,0,0-shot,tpcds,0.25
32125,50,0-shot,tpcds,0.25
32126,35,0-shot,tpcds,0.25
32127,0,0-shot,tpcds,0.25
32128,0,0-shot,tpcds,0.25
32129,0,0-shot,tpcds,0.25
32130,0,0-shot,tpcds,0.25
32131,17,0-shot,tpcds,0.25
32132,0,0-shot,tpcds,0.25
32133,34,0-shot,tpcds,0.25
32134,24,0-shot,tpcds,0.25
32135,0,0-shot,tpcds,0.25
32136,17,0-shot,tpcds,0.25
32137,0,0-shot,tpcds,0.25
32138,17,0-shot,tpcds,0.25
32139,0,0-shot,tpcds,0.25
32140,25,0-shot,tpcds,0.25
32141,25,0-shot,tpcds,0.25
32142,0,0-shot,tpcds,0.25
32143,1,0-shot,tpcds,0.25
32144,1,0-shot,tpcds,0.25
32145,82,0-shot,tpcds,0.25
32146,8,0-shot,tpcds,0.25
32147,2,0-shot,tpcds,0.25
32148,0,0-shot,tpcds,0.25
32149,0,0-shot,tpcds,0.25
32150,0,0-shot,tpcds,0.25
32151,50,0-shot,tpcds,0.25
32152,50,0-shot,tpcds,0.25
32153,41,0-shot,tpcds,0.25
32154,34,0-shot,tpcds,0.25
32155,36,0-shot,tpcds,0.25
32156,0,0-shot,tpcds,0.25
32157,0,0-shot,tpcds,0.25
32158,0,0-shot,tpcds,0.25
32159,0,0-shot,tpcds,0.25
32160,0,0-shot,tpcds,0.25
32161,17,0-shot,tpcds,0.25
32162,0,0-shot,tpcds,0.25
32163,0,0-shot,tpcds,0.25
32164,0,0-shot,tpcds,0.25
32165,2,0-shot,tpcds,0.25
32166,8,0-shot,tpcds,0.25
32167,34,0-shot,tpcds,0.25
32168,10,0-shot,tpcds,0.25
32169,18,0-shot,tpcds,0.25
32170,25,0-shot,tpcds,0.25
32171,36,0-shot,tpcds,0.25
32172,25,0-shot,tpcds,0.25
32173,0,0-shot,tpcds,0.25
32174,17,0-shot,tpcds,0.25
32175,0,0-shot,tpcds,0.25
32176,0,0-shot,tpcds,0.25
32177,50,0-shot,tpcds,0.25
32178,50,0-shot,tpcds,0.25
32179,44,0-shot,tpcds,0.25
32180,25,0-shot,tpcds,0.25
32181,25,0-shot,tpcds,0.25
32182,3,0-shot,tpcds,0.25
32183,2,0-shot,tpcds,0.25
32184,2,0-shot,tpcds,0.25
32185,6,0-shot,tpcds,0.25
32186,17,0-shot,tpcds,0.25
32187,0,0-shot,tpcds,0.25
32188,0,0-shot,tpcds,0.25
32189,2,0-shot,tpcds,0.25
32190,0,0-shot,tpcds,0.25
32191,41,0-shot,tpcds,0.25
32192,50,0-shot,tpcds,0.25
32193,35,0-shot,tpcds,0.25
32194,5,0-shot,tpcds,0.25
32195,0,0-shot,tpcds,0.25
32196,82,0-shot,tpcds,0.25
32197,74,0-shot,tpcds,0.25
32198,0,0-shot,tpcds,0.25
32199,17,0-shot,tpcds,0.25
32200,61,0-shot,tpcds,0.25
32201,17,0-shot,tpcds,0.25
32202,53,0-shot,tpcds,0.25
32203,35,0-shot,tpcds,0.25
32204,6,0-shot,tpcds,0.25
32205,50,0-shot,tpcds,0.25
32206,50,0-shot,tpcds,0.25
32207,0,0-shot,tpcds,0.25
32208,11,0-shot,tpcds,0.25
32209,4,0-shot,tpcds,0.25
32210,0,0-shot,tpcds,0.25
32211,0,0-shot,tpcds,0.25
32212,0,0-shot,tpcds,0.25
32213,0,0-shot,tpcds,0.25
32214,17,0-shot,tpcds,0.25
32215,53,0-shot,tpcds,0.25
32216,0,0-shot,tpcds,0.25
32217,0,0-shot,tpcds,0.25
32218,0,0-shot,tpcds,0.25
32219,50,0-shot,tpcds,0.25
32220,32,0-shot,tpcds,0.25
32221,34,0-shot,tpcds,0.25
32222,38,0-shot,tpcds,0.25
32223,0,0-shot,tpcds,0.25
32224,82,0-shot,tpcds,0.25
32225,0,0-shot,tpcds,0.25
32226,17,0-shot,tpcds,0.25
32227,34,0-shot,tpcds,0.25
32228,36,0-shot,tpcds,0.25
32229,50,0-shot,tpcds,0.25
32230,35,0-shot,tpcds,0.25
32231,34,0-shot,tpcds,0.25
32232,36,0-shot,tpcds,0.25
32233,36,0-shot,tpcds,0.25
32234,35,0-shot,tpcds,0.25
32235,0,0-shot,tpcds,0.25
32236,17,0-shot,tpcds,0.25
32237,0,0-shot,tpcds,0.25
32238,50,0-shot,tpcds,0.25
32239,35,0-shot,tpcds,0.25
32240,0,0-shot,tpcds,0.25
32241,0,0-shot,tpcds,0.25
32242,0,0-shot,tpcds,0.25
32243,0,0-shot,tpcds,0.25
32244,17,0-shot,tpcds,0.25
32245,0,0-shot,tpcds,0.25
32246,0,0-shot,tpcds,0.25
32247,35,0-shot,tpcds,0.25
32248,34,0-shot,tpcds,0.25
32249,4,0-shot,tpcds,0.25
32250,0,0-shot,tpcds,0.25
32251,0,0-shot,tpcds,0.25
32252,0,0-shot,tpcds,0.25
32253,0,0-shot,tpcds,0.25
32254,18,0-shot,tpcds,0.25
32255,0,0-shot,tpcds,0.25
32256,0,0-shot,tpcds,0.25
32257,8,0-shot,tpcds,0.25
32258,17,0-shot,tpcds,0.25
32259,2,0-shot,tpcds,0.25
32260,0,0-shot,tpcds,0.25
32261,0,0-shot,tpcds,0.25
32262,0,0-shot,tpcds,0.25
32263,0,0-shot,tpcds,0.25
32264,0,0-shot,tpcds,0.25
32265,0,0-shot,tpcds,0.25
32266,36,0-shot,tpcds,0.25
32267,15,0-shot,tpcds,0.25
32268,50,0-shot,tpcds,0.25
32269,35,0-shot,tpcds,0.25
32270,26,0-shot,tpcds,0.25
32271,1,0-shot,tpcds,0.25
32272,0,0-shot,tpcds,0.25
32273,0,0-shot,tpcds,0.25
32274,0,0-shot,tpcds,0.25
32275,17,0-shot,tpcds,0.25
32276,0,0-shot,tpcds,0.25
32277,50,0-shot,tpcds,0.25
32278,32,0-shot,tpcds,0.25
32279,0,0-shot,tpcds,0.25
32280,17,0-shot,tpcds,0.25
32281,0,0-shot,tpcds,0.25
32282,2,0-shot,tpcds,0.25
32283,0,0-shot,tpcds,0.25
32284,0,0-shot,tpcds,0.25
32285,17,0-shot,tpcds,0.25
32286,82,0-shot,tpcds,0.25
32287,0,0-shot,tpcds,0.25
32288,38,0-shot,tpcds,0.25
32289,16,0-shot,tpcds,0.25
32290,1,0-shot,tpcds,0.25
32291,49,0-shot,tpcds,0.25
32292,50,0-shot,tpcds,0.25
32293,25,0-shot,tpcds,0.25
32294,2,0-shot,tpcds,0.25
32295,34,0-shot,tpcds,0.25
32296,6,0-shot,tpcds,0.25
32297,0,0-shot,tpcds,0.25
32298,0,0-shot,tpcds,0.25
32299,0,0-shot,tpcds,0.25
32300,17,0-shot,tpcds,0.25
32301,0,0-shot,tpcds,0.25
32302,0,0-shot,tpcds,0.25
32303,50,0-shot,tpcds,0.25
32304,50,0-shot,tpcds,0.25
32305,23,0-shot,tpcds,0.25
32306,16,0-shot,tpcds,0.25
32307,16,0-shot,tpcds,0.25
32308,4,0-shot,tpcds,0.25
32309,4,0-shot,tpcds,0.25
32310,5,0-shot,tpcds,0.25
32311,11,0-shot,tpcds,0.25
32312,17,0-shot,tpcds,0.25
32313,0,0-shot,tpcds,0.25
32314,0,0-shot,tpcds,0.25
32315,0,0-shot,tpcds,0.25
32316,0,0-shot,tpcds,0.25
32317,17,0-shot,tpcds,0.25
32318,82,0-shot,tpcds,0.25
32319,0,0-shot,tpcds,0.25
32320,34,0-shot,tpcds,0.25
32321,50,0-shot,tpcds,0.25
32322,34,0-shot,tpcds,0.25
32323,50,0-shot,tpcds,0.25
32324,48,0-shot,tpcds,0.25
32325,50,0-shot,tpcds,0.25
32326,7,0-shot,tpcds,0.25
32327,17,0-shot,tpcds,0.25
32328,0,0-shot,tpcds,0.25
32329,0,0-shot,tpcds,0.25
32330,0,0-shot,tpcds,0.25
32331,0,0-shot,tpcds,0.25
32332,0,0-shot,tpcds,0.25
32333,0,0-shot,tpcds,0.25
32334,0,0-shot,tpcds,0.25
32335,0,0-shot,tpcds,0.25
32336,0,0-shot,tpcds,0.25
32337,0,0-shot,tpcds,0.25
32338,49,0-shot,tpcds,0.25
32339,49,0-shot,tpcds,0.25
32340,4,0-shot,tpcds,0.25
32341,4,0-shot,tpcds,0.25
32342,0,0-shot,tpcds,0.25
32343,0,0-shot,tpcds,0.25
32344,0,0-shot,tpcds,0.25
32345,0,0-shot,tpcds,0.25
32346,1,0-shot,tpcds,0.25
32347,17,0-shot,tpcds,0.25
32348,0,0-shot,tpcds,0.25
32349,2,0-shot,tpcds,0.25
32350,0,0-shot,tpcds,0.25
32351,0,0-shot,tpcds,0.25
32352,17,0-shot,tpcds,0.25
32353,82,0-shot,tpcds,0.25
32354,0,0-shot,tpcds,0.25
32355,38,0-shot,tpcds,0.25
32356,25,0-shot,tpcds,0.25
32357,16,0-shot,tpcds,0.25
32358,49,0-shot,tpcds,0.25
32359,36,0-shot,tpcds,0.25
32360,50,0-shot,tpcds,0.25
32361,25,0-shot,tpcds,0.25
32362,35,0-shot,tpcds,0.25
32363,34,0-shot,tpcds,0.25
32364,0,0-shot,tpcds,0.25
32365,0,0-shot,tpcds,0.25
32366,0,0-shot,tpcds,0.25
32367,0,0-shot,tpcds,0.25
32368,0,0-shot,tpcds,0.25
32369,0,0-shot,tpcds,0.25
32370,0,0-shot,tpcds,0.25
32371,0,0-shot,tpcds,0.25
32372,17,0-shot,tpcds,0.25
32373,0,0-shot,tpcds,0.25
32374,0,0-shot,tpcds,0.25
32375,0,0-shot,tpcds,0.25
32376,8,0-shot,tpcds,0.25
32377,2,0-shot,tpcds,0.25
32378,0,0-shot,tpcds,0.25
32379,17,0-shot,tpcds,0.25
32380,8,0-shot,tpcds,0.25
32381,8,0-shot,tpcds,0.25
32382,32,0-shot,tpcds,0.25
32383,25,0-shot,tpcds,0.25
32384,31,0-shot,tpcds,0.25
32385,4,0-shot,tpcds,0.25
32386,29,0-shot,tpcds,0.25
32387,0,0-shot,tpcds,0.25
32388,25,0-shot,tpcds,0.25
32389,3,0-shot,tpcds,0.25
32390,0,0-shot,tpcds,0.25
32391,0,0-shot,tpcds,0.25
32392,0,0-shot,tpcds,0.25
32393,0,0-shot,tpcds,0.25
32394,82,0-shot,tpcds,0.25
32395,0,0-shot,tpcds,0.25
32396,0,0-shot,tpcds,0.25
32397,0,0-shot,tpcds,0.25
32398,0,0-shot,tpcds,0.25
32399,5,0-shot,tpcds,0.25
32400,5,0-shot,tpcds,0.25
32401,7,0-shot,tpcds,0.25
32402,29,0-shot,tpcds,0.25
32403,3,0-shot,tpcds,0.25
32404,0,0-shot,tpcds,0.25
32405,0,0-shot,tpcds,0.25
32406,0,0-shot,tpcds,0.25
32407,0,0-shot,tpcds,0.25
32408,17,0-shot,tpcds,0.25
32409,0,0-shot,tpcds,0.25
32410,0,0-shot,tpcds,0.25
32411,0,0-shot,tpcds,0.25
32412,2,0-shot,tpcds,0.25
32413,8,0-shot,tpcds,0.25
32414,34,0-shot,tpcds,0.25
32415,2,0-shot,tpcds,0.25
32416,4,0-shot,tpcds,0.25
32417,16,0-shot,tpcds,0.25
32418,35,0-shot,tpcds,0.25
32419,16,0-shot,tpcds,0.25
32420,8,0-shot,tpcds,0.25
32421,17,0-shot,tpcds,0.25
32422,0,0-shot,tpcds,0.25
32423,82,0-shot,tpcds,0.25
32424,17,0-shot,tpcds,0.25
32425,2,0-shot,tpcds,0.25
32426,0,0-shot,tpcds,0.25
32427,33,0-shot,tpcds,0.25
32428,34,0-shot,tpcds,0.25
32429,34,0-shot,tpcds,0.25
32430,25,0-shot,tpcds,0.25
32431,8,0-shot,tpcds,0.25
32432,7,0-shot,tpcds,0.25
32433,1,0-shot,tpcds,0.25
32434,17,0-shot,tpcds,0.25
32435,0,0-shot,tpcds,0.25
32436,0,0-shot,tpcds,0.25
32437,17,0-shot,tpcds,0.25
32438,0,0-shot,tpcds,0.25
32439,49,0-shot,tpcds,0.25
32440,44,0-shot,tpcds,0.25
32441,49,0-shot,tpcds,0.25
32442,0,0-shot,tpcds,0.25
32443,29,0-shot,tpcds,0.25
32444,0,0-shot,tpcds,0.25
32445,0,0-shot,tpcds,0.25
32446,0,0-shot,tpcds,0.25
32447,0,0-shot,tpcds,0.25
32448,0,0-shot,tpcds,0.25
32449,82,0-shot,tpcds,0.25
32450,0,0-shot,tpcds,0.25
32451,17,0-shot,tpcds,0.25
32452,17,0-shot,tpcds,0.25
32453,0,0-shot,tpcds,0.25
32454,75,0-shot,tpcds,0.25
32455,34,0-shot,tpcds,0.25
32456,12,0-shot,tpcds,0.25
32457,10,0-shot,tpcds,0.25
32458,0,0-shot,tpcds,0.25
32459,0,0-shot,tpcds,0.25
32460,0,0-shot,tpcds,0.25
32461,0,0-shot,tpcds,0.25
32462,17,0-shot,tpcds,0.25
32463,0,0-shot,tpcds,0.25
32464,0,0-shot,tpcds,0.25
32465,0,0-shot,tpcds,0.25
32466,8,0-shot,tpcds,0.25
32467,26,0-shot,tpcds,0.25
32468,1,0-shot,tpcds,0.25
32469,1,0-shot,tpcds,0.25
32470,0,0-shot,tpcds,0.25
32471,35,0-shot,tpcds,0.25
32472,8,0-shot,tpcds,0.25
32473,17,0-shot,tpcds,0.25
32474,0,0-shot,tpcds,0.25
32475,0,0-shot,tpcds,0.25
32476,82,0-shot,tpcds,0.25
32477,34,0-shot,tpcds,0.25
32478,34,0-shot,tpcds,0.25
32479,34,0-shot,tpcds,0.25
32480,50,0-shot,tpcds,0.25
32481,35,0-shot,tpcds,0.25
32482,35,0-shot,tpcds,0.25
32483,50,0-shot,tpcds,0.25
32484,50,0-shot,tpcds,0.25
32485,34,0-shot,tpcds,0.25
32486,35,0-shot,tpcds,0.25
32487,35,0-shot,tpcds,0.25
32488,17,0-shot,tpcds,0.25
32489,0,0-shot,tpcds,0.25
32490,0,0-shot,tpcds,0.25
32491,61,0-shot,tpcds,0.25
32492,17,0-shot,tpcds,0.25
32493,53,0-shot,tpcds,0.25
32494,82,0-shot,tpcds,0.25
32495,74,0-shot,tpcds,0.25
32496,0,0-shot,tpcds,0.25
32497,50,0-shot,tpcds,0.25
32498,34,0-shot,tpcds,0.25
32499,34,0-shot,tpcds,0.25
32500,50,0-shot,tpcds,0.25
32501,50,0-shot,tpcds,0.25
32502,34,0-shot,tpcds,0.25
32503,34,0-shot,tpcds,0.25
32504,37,0-shot,tpcds,0.25
32505,37,0-shot,tpcds,0.25
32506,74,0-shot,tpcds,0.25
32507,74,0-shot,tpcds,0.25
32508,34,0-shot,tpcds,0.25
32509,24,0-shot,tpcds,0.25
32510,34,0-shot,tpcds,0.25
32511,24,0-shot,tpcds,0.25
32512,1,0-shot,tpcds,0.25
32513,17,0-shot,tpcds,0.25
32514,0,0-shot,tpcds,0.25
32515,0,0-shot,tpcds,0.25
32516,82,0-shot,tpcds,0.25
32517,17,0-shot,tpcds,0.25
32518,1,0-shot,tpcds,0.25
32519,16,0-shot,tpcds,0.25
32520,34,0-shot,tpcds,0.25
32521,33,0-shot,tpcds,0.25
32522,0,0-shot,tpcds,0.25
32523,17,0-shot,tpcds,0.25
32524,0,0-shot,tpcds,0.25
32525,0,0-shot,tpcds,0.25
32526,53,0-shot,tpcds,0.25
32527,17,0-shot,tpcds,0.25
32528,61,0-shot,tpcds,0.25
32529,82,0-shot,tpcds,0.25
32530,0,0-shot,tpcds,0.25
32531,82,0-shot,tpcds,0.25
32532,35,0-shot,tpcds,0.25
32533,34,0-shot,tpcds,0.25
32534,45,0-shot,tpcds,0.25
32535,49,0-shot,tpcds,0.25
32536,34,0-shot,tpcds,0.25
32537,50,0-shot,tpcds,0.25
32538,32,0-shot,tpcds,0.25
32539,0,0-shot,tpcds,0.25
32540,17,0-shot,tpcds,0.25
32541,53,0-shot,tpcds,0.25
32542,0,0-shot,tpcds,0.25
32543,82,0-shot,tpcds,0.25
32544,74,0-shot,tpcds,0.25
32545,0,0-shot,tpcds,0.25
32546,17,0-shot,tpcds,0.25
32547,61,0-shot,tpcds,0.25
32548,50,0-shot,tpcds,0.25
32549,50,0-shot,tpcds,0.25
32550,49,0-shot,tpcds,0.25
32551,50,0-shot,tpcds,0.25
32552,50,0-shot,tpcds,0.25
32553,50,0-shot,tpcds,0.25
32554,50,0-shot,tpcds,0.25
