,optimum,Availability,dataset,theta
12694,33,n-shot,sqlstorm,0.0
12695,0,n-shot,sqlstorm,0.0
12696,32,n-shot,sqlstorm,0.0
12697,35,n-shot,sqlstorm,0.0
12698,0,n-shot,sqlstorm,0.0
12699,35,n-shot,sqlstorm,0.0
12700,35,n-shot,sqlstorm,0.0
12701,0,n-shot,sqlstorm,0.0
12702,0,n-shot,sqlstorm,0.0
12703,8,n-shot,sqlstorm,0.0
12704,8,n-shot,sqlstorm,0.0
12705,0,n-shot,sqlstorm,0.0
12706,0,n-shot,sqlstorm,0.0
12707,30,n-shot,sqlstorm,0.0
12708,8,n-shot,sqlstorm,0.0
12709,35,n-shot,sqlstorm,0.0
12710,8,n-shot,sqlstorm,0.0
12711,0,n-shot,sqlstorm,0.0
12712,54,n-shot,sqlstorm,0.0
12713,0,n-shot,sqlstorm,0.0
12714,8,n-shot,sqlstorm,0.0
12715,0,n-shot,sqlstorm,0.0
12716,41,n-shot,sqlstorm,0.0
12717,8,n-shot,sqlstorm,0.0
12718,0,n-shot,sqlstorm,0.0
12719,0,n-shot,sqlstorm,0.0
12720,0,n-shot,sqlstorm,0.0
12721,28,n-shot,sqlstorm,0.0
12722,54,n-shot,sqlstorm,0.0
12723,0,n-shot,sqlstorm,0.0
12724,8,n-shot,sqlstorm,0.0
12725,0,n-shot,sqlstorm,0.0
12726,0,n-shot,sqlstorm,0.0
12727,0,n-shot,sqlstorm,0.0
12728,41,n-shot,sqlstorm,0.0
12729,41,n-shot,sqlstorm,0.0
12730,41,n-shot,sqlstorm,0.0
12731,33,n-shot,sqlstorm,0.0
12732,0,n-shot,sqlstorm,0.0
12733,0,n-shot,sqlstorm,0.0
12734,8,n-shot,sqlstorm,0.0
12735,30,n-shot,sqlstorm,0.0
12736,41,n-shot,sqlstorm,0.0
12737,34,n-shot,sqlstorm,0.0
12738,32,n-shot,sqlstorm,0.0
12739,8,n-shot,sqlstorm,0.0
12740,0,n-shot,sqlstorm,0.0
12741,54,n-shot,sqlstorm,0.0
12742,0,n-shot,sqlstorm,0.0
12743,33,n-shot,sqlstorm,0.0
12744,41,n-shot,sqlstorm,0.0
12745,41,n-shot,sqlstorm,0.0
12746,0,n-shot,sqlstorm,0.0
12747,8,n-shot,sqlstorm,0.0
12748,2,n-shot,sqlstorm,0.0
12749,48,n-shot,sqlstorm,0.0
12750,25,n-shot,sqlstorm,0.0
12751,41,n-shot,sqlstorm,0.0
12752,3,n-shot,sqlstorm,0.0
12753,8,n-shot,sqlstorm,0.0
12754,48,n-shot,sqlstorm,0.0
12755,0,n-shot,sqlstorm,0.0
12756,41,n-shot,sqlstorm,0.0
12757,41,n-shot,sqlstorm,0.0
12758,8,n-shot,sqlstorm,0.0
12759,48,n-shot,sqlstorm,0.0
12760,0,n-shot,sqlstorm,0.0
12761,41,n-shot,sqlstorm,0.0
12762,41,n-shot,sqlstorm,0.0
12763,8,n-shot,sqlstorm,0.0
12764,48,n-shot,sqlstorm,0.0
12765,0,n-shot,sqlstorm,0.0
12766,41,n-shot,sqlstorm,0.0
12767,41,n-shot,sqlstorm,0.0
12768,8,n-shot,sqlstorm,0.0
12769,48,n-shot,sqlstorm,0.0
12770,0,n-shot,sqlstorm,0.0
12771,41,n-shot,sqlstorm,0.0
12772,41,n-shot,sqlstorm,0.0
12773,48,n-shot,sqlstorm,0.0
12774,0,n-shot,sqlstorm,0.0
12775,0,n-shot,sqlstorm,0.0
12776,41,n-shot,sqlstorm,0.0
12777,41,n-shot,sqlstorm,0.0
12778,8,n-shot,sqlstorm,0.0
12779,8,n-shot,sqlstorm,0.0
12780,48,n-shot,sqlstorm,0.0
12781,0,n-shot,sqlstorm,0.0
12782,41,n-shot,sqlstorm,0.0
12783,41,n-shot,sqlstorm,0.0
12784,0,n-shot,sqlstorm,0.0
12785,8,n-shot,sqlstorm,0.0
12786,48,n-shot,sqlstorm,0.0
12787,0,n-shot,sqlstorm,0.0
12788,41,n-shot,sqlstorm,0.0
12789,41,n-shot,sqlstorm,0.0
12790,25,n-shot,sqlstorm,0.0
12791,2,n-shot,sqlstorm,0.0
12792,8,n-shot,sqlstorm,0.0
12793,25,n-shot,sqlstorm,0.0
12794,25,n-shot,sqlstorm,0.0
12795,0,n-shot,sqlstorm,0.0
12796,8,n-shot,sqlstorm,0.0
12797,48,n-shot,sqlstorm,0.0
12798,0,n-shot,sqlstorm,0.0
12799,41,n-shot,sqlstorm,0.0
12800,41,n-shot,sqlstorm,0.0
12801,0,n-shot,sqlstorm,0.0
12802,8,n-shot,sqlstorm,0.0
12803,2,n-shot,sqlstorm,0.0
12804,30,n-shot,sqlstorm,0.0
12805,25,n-shot,sqlstorm,0.0
12806,35,n-shot,sqlstorm,0.0
12807,3,n-shot,sqlstorm,0.0
12808,8,n-shot,sqlstorm,0.0
12809,54,n-shot,sqlstorm,0.0
12810,0,n-shot,sqlstorm,0.0
12811,35,n-shot,sqlstorm,0.0
12812,34,n-shot,sqlstorm,0.0
12813,35,n-shot,sqlstorm,0.0
12814,8,n-shot,sqlstorm,0.0
12815,2,n-shot,sqlstorm,0.0
12816,48,n-shot,sqlstorm,0.0
12817,0,n-shot,sqlstorm,0.0
12818,32,n-shot,sqlstorm,0.0
12819,41,n-shot,sqlstorm,0.0
12820,41,n-shot,sqlstorm,0.0
12821,8,n-shot,sqlstorm,0.0
12822,48,n-shot,sqlstorm,0.0
12823,0,n-shot,sqlstorm,0.0
12824,41,n-shot,sqlstorm,0.0
12825,41,n-shot,sqlstorm,0.0
12826,8,n-shot,sqlstorm,0.0
12827,54,n-shot,sqlstorm,0.0
12828,0,n-shot,sqlstorm,0.0
12829,41,n-shot,sqlstorm,0.0
12830,32,n-shot,sqlstorm,0.0
12831,0,n-shot,sqlstorm,0.0
12832,8,n-shot,sqlstorm,0.0
12833,2,n-shot,sqlstorm,0.0
12834,48,n-shot,sqlstorm,0.0
12835,35,n-shot,sqlstorm,0.0
12836,41,n-shot,sqlstorm,0.0
12837,35,n-shot,sqlstorm,0.0
12838,8,n-shot,sqlstorm,0.0
12839,2,n-shot,sqlstorm,0.0
12840,48,n-shot,sqlstorm,0.0
12841,35,n-shot,sqlstorm,0.0
12842,41,n-shot,sqlstorm,0.0
12843,34,n-shot,sqlstorm,0.0
12844,31,n-shot,sqlstorm,0.0
12845,8,n-shot,sqlstorm,0.0
12846,2,n-shot,sqlstorm,0.0
12847,0,n-shot,sqlstorm,0.0
12848,25,n-shot,sqlstorm,0.0
12849,35,n-shot,sqlstorm,0.0
12850,3,n-shot,sqlstorm,0.0
12851,25,n-shot,sqlstorm,0.0
12852,0,n-shot,sqlstorm,0.0
12853,0,n-shot,sqlstorm,0.0
12854,54,n-shot,sqlstorm,0.0
12855,41,n-shot,sqlstorm,0.0
12856,53,n-shot,sqlstorm,0.0
12857,41,n-shot,sqlstorm,0.0
12858,0,n-shot,sqlstorm,0.0
12859,0,n-shot,sqlstorm,0.0
12860,0,n-shot,sqlstorm,0.0
12861,30,n-shot,sqlstorm,0.0
12862,8,n-shot,sqlstorm,0.0
12863,0,n-shot,sqlstorm,0.0
12864,32,n-shot,sqlstorm,0.0
12865,25,n-shot,sqlstorm,0.0
12866,0,n-shot,sqlstorm,0.0
12867,0,n-shot,sqlstorm,0.0
12868,0,n-shot,sqlstorm,0.0
12869,0,n-shot,sqlstorm,0.0
12870,41,n-shot,sqlstorm,0.0
12871,41,n-shot,sqlstorm,0.0
12872,46,n-shot,sqlstorm,0.0
12873,0,n-shot,sqlstorm,0.0
12874,41,n-shot,sqlstorm,0.0
12875,34,n-shot,sqlstorm,0.0
12876,0,n-shot,sqlstorm,0.0
12877,0,n-shot,sqlstorm,0.0
12878,48,n-shot,sqlstorm,0.0
12879,0,n-shot,sqlstorm,0.0
12880,0,n-shot,sqlstorm,0.0
12881,44,n-shot,sqlstorm,0.0
12882,53,n-shot,sqlstorm,0.0
12883,44,n-shot,sqlstorm,0.0
12884,8,n-shot,sqlstorm,0.0
12885,32,n-shot,sqlstorm,0.0
12886,25,n-shot,sqlstorm,0.0
12887,2,n-shot,sqlstorm,0.0
12888,18,n-shot,sqlstorm,0.0
12889,0,n-shot,sqlstorm,0.0
12890,8,n-shot,sqlstorm,0.0
12891,0,n-shot,sqlstorm,0.0
12892,30,n-shot,sqlstorm,0.0
12893,32,n-shot,sqlstorm,0.0
12894,36,n-shot,sqlstorm,0.0
12895,0,n-shot,sqlstorm,0.0
12896,0,n-shot,sqlstorm,0.0
12897,8,n-shot,sqlstorm,0.0
12898,0,n-shot,sqlstorm,0.0
12899,2,n-shot,sqlstorm,0.0
12900,25,n-shot,sqlstorm,0.0
12901,25,n-shot,sqlstorm,0.0
12902,0,n-shot,sqlstorm,0.0
12903,8,n-shot,sqlstorm,0.0
12904,0,n-shot,sqlstorm,0.0
12905,2,n-shot,sqlstorm,0.0
12906,41,n-shot,sqlstorm,0.0
12907,33,n-shot,sqlstorm,0.0
12908,32,n-shot,sqlstorm,0.0
12909,2,n-shot,sqlstorm,0.0
12910,0,n-shot,sqlstorm,0.0
12911,8,n-shot,sqlstorm,0.0
12912,30,n-shot,sqlstorm,0.0
12913,0,n-shot,sqlstorm,0.0
12914,25,n-shot,sqlstorm,0.0
12915,25,n-shot,sqlstorm,0.0
12916,12,n-shot,sqlstorm,0.0
12917,34,n-shot,sqlstorm,0.0
12918,35,n-shot,sqlstorm,0.0
12919,0,n-shot,sqlstorm,0.0
12920,8,n-shot,sqlstorm,0.0
12921,0,n-shot,sqlstorm,0.0
12922,2,n-shot,sqlstorm,0.0
12923,41,n-shot,sqlstorm,0.0
12924,32,n-shot,sqlstorm,0.0
12925,32,n-shot,sqlstorm,0.0
12926,35,n-shot,sqlstorm,0.0
12927,8,n-shot,sqlstorm,0.0
12928,0,n-shot,sqlstorm,0.0
12929,2,n-shot,sqlstorm,0.0
12930,2,n-shot,sqlstorm,0.0
12931,30,n-shot,sqlstorm,0.0
12932,32,n-shot,sqlstorm,0.0
12933,36,n-shot,sqlstorm,0.0
12934,32,n-shot,sqlstorm,0.0
12935,36,n-shot,sqlstorm,0.0
12936,2,n-shot,sqlstorm,0.0
12937,0,n-shot,sqlstorm,0.0
12938,54,n-shot,sqlstorm,0.0
12939,0,n-shot,sqlstorm,0.0
12940,1,n-shot,sqlstorm,0.0
12941,3,n-shot,sqlstorm,0.0
12942,34,n-shot,sqlstorm,0.0
12943,8,n-shot,sqlstorm,0.0
12944,0,n-shot,sqlstorm,0.0
12945,2,n-shot,sqlstorm,0.0
12946,0,n-shot,sqlstorm,0.0
12947,2,n-shot,sqlstorm,0.0
12948,32,n-shot,sqlstorm,0.0
12949,35,n-shot,sqlstorm,0.0
12950,36,n-shot,sqlstorm,0.0
12951,35,n-shot,sqlstorm,0.0
12952,36,n-shot,sqlstorm,0.0
12953,8,n-shot,sqlstorm,0.0
12954,53,n-shot,sqlstorm,0.0
12955,0,n-shot,sqlstorm,0.0
12956,2,n-shot,sqlstorm,0.0
12957,0,n-shot,sqlstorm,0.0
12958,41,n-shot,sqlstorm,0.0
12959,25,n-shot,sqlstorm,0.0
12960,50,n-shot,sqlstorm,0.0
12961,35,n-shot,sqlstorm,0.0
12962,10,n-shot,sqlstorm,0.0
12963,17,n-shot,sqlstorm,0.0
12964,2,n-shot,sqlstorm,0.0
12965,0,n-shot,sqlstorm,0.0
12966,41,n-shot,sqlstorm,0.0
12967,0,n-shot,sqlstorm,0.0
12968,8,n-shot,sqlstorm,0.0
12969,0,n-shot,sqlstorm,0.0
12970,34,n-shot,sqlstorm,0.0
12971,0,n-shot,sqlstorm,0.0
12972,2,n-shot,sqlstorm,0.0
12973,8,n-shot,sqlstorm,0.0
12974,0,n-shot,sqlstorm,0.0
12975,2,n-shot,sqlstorm,0.0
12976,41,n-shot,sqlstorm,0.0
12977,35,n-shot,sqlstorm,0.0
12978,34,n-shot,sqlstorm,0.0
12979,36,n-shot,sqlstorm,0.0
12980,32,n-shot,sqlstorm,0.0
12981,0,n-shot,sqlstorm,0.0
12982,0,n-shot,sqlstorm,0.0
12983,32,n-shot,sqlstorm,0.0
12984,41,n-shot,sqlstorm,0.0
12985,53,n-shot,sqlstorm,0.0
12986,34,n-shot,sqlstorm,0.0
12987,34,n-shot,sqlstorm,0.0
12988,35,n-shot,sqlstorm,0.0
12989,31,n-shot,sqlstorm,0.0
12990,35,n-shot,sqlstorm,0.0
12991,53,n-shot,sqlstorm,0.0
12992,53,n-shot,sqlstorm,0.0
12993,41,n-shot,sqlstorm,0.0
12994,35,n-shot,sqlstorm,0.0
12995,35,n-shot,sqlstorm,0.0
12996,35,n-shot,sqlstorm,0.0
12997,33,n-shot,sqlstorm,0.0
12998,0,n-shot,sqlstorm,0.0
12999,8,n-shot,sqlstorm,0.0
13000,0,n-shot,sqlstorm,0.0
13001,28,n-shot,sqlstorm,0.0
13002,0,n-shot,sqlstorm,0.0
13003,28,n-shot,sqlstorm,0.0
13004,0,n-shot,sqlstorm,0.0
13005,8,n-shot,sqlstorm,0.0
13006,0,n-shot,sqlstorm,0.0
13007,0,n-shot,sqlstorm,0.0
13008,0,n-shot,sqlstorm,0.0
13009,0,n-shot,sqlstorm,0.0
13010,41,n-shot,sqlstorm,0.0
13011,28,n-shot,sqlstorm,0.0
13012,8,n-shot,sqlstorm,0.0
13013,48,n-shot,sqlstorm,0.0
13014,30,n-shot,sqlstorm,0.0
13015,8,n-shot,sqlstorm,0.0
13016,53,n-shot,sqlstorm,0.0
13017,41,n-shot,sqlstorm,0.0
13018,41,n-shot,sqlstorm,0.0
13019,0,n-shot,sqlstorm,0.0
13020,35,n-shot,sqlstorm,0.0
13021,41,n-shot,sqlstorm,0.0
13022,8,n-shot,sqlstorm,0.0
13023,2,n-shot,sqlstorm,0.0
13024,0,n-shot,sqlstorm,0.0
13025,0,n-shot,sqlstorm,0.0
13026,35,n-shot,sqlstorm,0.0
13027,35,n-shot,sqlstorm,0.0
13028,41,n-shot,sqlstorm,0.0
13029,32,n-shot,sqlstorm,0.0
13030,0,n-shot,sqlstorm,0.0
13031,8,n-shot,sqlstorm,0.0
13032,0,n-shot,sqlstorm,0.0
13033,0,n-shot,sqlstorm,0.0
13034,0,n-shot,sqlstorm,0.0
13035,41,n-shot,sqlstorm,0.0
13036,48,n-shot,sqlstorm,0.0
13037,0,n-shot,sqlstorm,0.0
13038,32,n-shot,sqlstorm,0.0
13039,25,n-shot,sqlstorm,0.0
13040,41,n-shot,sqlstorm,0.0
13041,0,n-shot,sqlstorm,0.0
13042,8,n-shot,sqlstorm,0.0
13043,0,n-shot,sqlstorm,0.0
13044,2,n-shot,sqlstorm,0.0
13045,0,n-shot,sqlstorm,0.0
13046,54,n-shot,sqlstorm,0.0
13047,34,n-shot,sqlstorm,0.0
13048,25,n-shot,sqlstorm,0.0
13049,35,n-shot,sqlstorm,0.0
13050,0,n-shot,sqlstorm,0.0
13051,0,n-shot,sqlstorm,0.0
13052,0,n-shot,sqlstorm,0.0
13053,0,n-shot,sqlstorm,0.0
13054,0,n-shot,sqlstorm,0.0
13055,0,n-shot,sqlstorm,0.0
13056,48,n-shot,sqlstorm,0.0
13057,30,n-shot,sqlstorm,0.0
13058,0,n-shot,sqlstorm,0.0
13059,0,n-shot,sqlstorm,0.0
13060,0,n-shot,sqlstorm,0.0
13061,48,n-shot,sqlstorm,0.0
13062,0,n-shot,sqlstorm,0.0
13063,0,n-shot,sqlstorm,0.0
13064,34,n-shot,sqlstorm,0.0
13065,0,n-shot,sqlstorm,0.0
13066,0,n-shot,sqlstorm,0.0
13067,30,n-shot,sqlstorm,0.0
13068,44,n-shot,sqlstorm,0.0
13069,8,n-shot,sqlstorm,0.0
13070,8,n-shot,sqlstorm,0.0
13071,0,n-shot,sqlstorm,0.0
13072,0,n-shot,sqlstorm,0.0
13073,54,n-shot,sqlstorm,0.0
13074,30,n-shot,sqlstorm,0.0
13075,0,n-shot,sqlstorm,0.0
13076,25,n-shot,sqlstorm,0.0
13077,28,n-shot,sqlstorm,0.0
13078,6,n-shot,sqlstorm,0.0
13079,34,n-shot,sqlstorm,0.0
13080,2,n-shot,sqlstorm,0.0
13081,2,n-shot,sqlstorm,0.0
13082,1,n-shot,sqlstorm,0.0
13083,0,n-shot,sqlstorm,0.0
13084,8,n-shot,sqlstorm,0.0
13085,8,n-shot,sqlstorm,0.0
13086,30,n-shot,sqlstorm,0.0
13087,0,n-shot,sqlstorm,0.0
13088,8,n-shot,sqlstorm,0.0
13089,53,n-shot,sqlstorm,0.0
13090,35,n-shot,sqlstorm,0.0
13091,34,n-shot,sqlstorm,0.0
13092,0,n-shot,sqlstorm,0.0
13093,8,n-shot,sqlstorm,0.0
13094,0,n-shot,sqlstorm,0.0
13095,53,n-shot,sqlstorm,0.0
13096,25,n-shot,sqlstorm,0.0
13097,35,n-shot,sqlstorm,0.0
13098,0,n-shot,sqlstorm,0.0
13099,8,n-shot,sqlstorm,0.0
13100,0,n-shot,sqlstorm,0.0
13101,2,n-shot,sqlstorm,0.0
13102,41,n-shot,sqlstorm,0.0
13103,41,n-shot,sqlstorm,0.0
13104,32,n-shot,sqlstorm,0.0
13105,32,n-shot,sqlstorm,0.0
13106,36,n-shot,sqlstorm,0.0
13107,0,n-shot,sqlstorm,0.0
13108,8,n-shot,sqlstorm,0.0
13109,54,n-shot,sqlstorm,0.0
13110,41,n-shot,sqlstorm,0.0
13111,32,n-shot,sqlstorm,0.0
13112,33,n-shot,sqlstorm,0.0
13113,0,n-shot,sqlstorm,0.0
13114,35,n-shot,sqlstorm,0.0
13115,0,n-shot,sqlstorm,0.0
13116,35,n-shot,sqlstorm,0.0
13117,35,n-shot,sqlstorm,0.0
13118,0,n-shot,sqlstorm,0.0
13119,0,n-shot,sqlstorm,0.0
13120,8,n-shot,sqlstorm,0.0
13121,8,n-shot,sqlstorm,0.0
13122,0,n-shot,sqlstorm,0.0
13123,0,n-shot,sqlstorm,0.0
13124,30,n-shot,sqlstorm,0.0
13125,8,n-shot,sqlstorm,0.0
13126,35,n-shot,sqlstorm,0.0
13127,8,n-shot,sqlstorm,0.0
13128,0,n-shot,sqlstorm,0.0
13129,28,n-shot,sqlstorm,0.0
13130,0,n-shot,sqlstorm,0.0
13131,8,n-shot,sqlstorm,0.0
13132,0,n-shot,sqlstorm,0.0
13133,41,n-shot,sqlstorm,0.0
13134,8,n-shot,sqlstorm,0.0
13135,0,n-shot,sqlstorm,0.0
13136,0,n-shot,sqlstorm,0.0
13137,0,n-shot,sqlstorm,0.0
13138,28,n-shot,sqlstorm,0.0
13139,54,n-shot,sqlstorm,0.0
13140,0,n-shot,sqlstorm,0.0
13141,8,n-shot,sqlstorm,0.0
13142,0,n-shot,sqlstorm,0.0
13143,0,n-shot,sqlstorm,0.0
13144,0,n-shot,sqlstorm,0.0
13145,41,n-shot,sqlstorm,0.0
13146,41,n-shot,sqlstorm,0.0
13147,41,n-shot,sqlstorm,0.0
13148,33,n-shot,sqlstorm,0.0
13149,0,n-shot,sqlstorm,0.0
13150,0,n-shot,sqlstorm,0.0
13151,8,n-shot,sqlstorm,0.0
13152,30,n-shot,sqlstorm,0.0
13153,41,n-shot,sqlstorm,0.0
13154,35,n-shot,sqlstorm,0.0
13155,32,n-shot,sqlstorm,0.0
13156,8,n-shot,sqlstorm,0.0
13157,0,n-shot,sqlstorm,0.0
13158,54,n-shot,sqlstorm,0.0
13159,0,n-shot,sqlstorm,0.0
13160,33,n-shot,sqlstorm,0.0
13161,41,n-shot,sqlstorm,0.0
13162,41,n-shot,sqlstorm,0.0
13163,0,n-shot,sqlstorm,0.0
13164,8,n-shot,sqlstorm,0.0
13165,2,n-shot,sqlstorm,0.0
13166,48,n-shot,sqlstorm,0.0
13167,25,n-shot,sqlstorm,0.0
13168,41,n-shot,sqlstorm,0.0
13169,3,n-shot,sqlstorm,0.0
13170,8,n-shot,sqlstorm,0.0
13171,48,n-shot,sqlstorm,0.0
13172,0,n-shot,sqlstorm,0.0
13173,41,n-shot,sqlstorm,0.0
13174,41,n-shot,sqlstorm,0.0
13175,8,n-shot,sqlstorm,0.0
13176,48,n-shot,sqlstorm,0.0
13177,0,n-shot,sqlstorm,0.0
13178,41,n-shot,sqlstorm,0.0
13179,41,n-shot,sqlstorm,0.0
13180,8,n-shot,sqlstorm,0.0
13181,48,n-shot,sqlstorm,0.0
13182,0,n-shot,sqlstorm,0.0
13183,41,n-shot,sqlstorm,0.0
13184,41,n-shot,sqlstorm,0.0
13185,8,n-shot,sqlstorm,0.0
13186,28,n-shot,sqlstorm,0.0
13187,0,n-shot,sqlstorm,0.0
13188,41,n-shot,sqlstorm,0.0
13189,41,n-shot,sqlstorm,0.0
13190,48,n-shot,sqlstorm,0.0
13191,0,n-shot,sqlstorm,0.0
13192,0,n-shot,sqlstorm,0.0
13193,41,n-shot,sqlstorm,0.0
13194,41,n-shot,sqlstorm,0.0
13195,8,n-shot,sqlstorm,0.0
13196,8,n-shot,sqlstorm,0.0
13197,48,n-shot,sqlstorm,0.0
13198,0,n-shot,sqlstorm,0.0
13199,41,n-shot,sqlstorm,0.0
13200,41,n-shot,sqlstorm,0.0
13201,0,n-shot,sqlstorm,0.0
13202,8,n-shot,sqlstorm,0.0
13203,48,n-shot,sqlstorm,0.0
13204,0,n-shot,sqlstorm,0.0
13205,41,n-shot,sqlstorm,0.0
13206,41,n-shot,sqlstorm,0.0
13207,25,n-shot,sqlstorm,0.0
13208,2,n-shot,sqlstorm,0.0
13209,8,n-shot,sqlstorm,0.0
13210,25,n-shot,sqlstorm,0.0
13211,25,n-shot,sqlstorm,0.0
13212,0,n-shot,sqlstorm,0.0
13213,8,n-shot,sqlstorm,0.0
13214,48,n-shot,sqlstorm,0.0
13215,0,n-shot,sqlstorm,0.0
13216,41,n-shot,sqlstorm,0.0
13217,41,n-shot,sqlstorm,0.0
13218,0,n-shot,sqlstorm,0.0
13219,8,n-shot,sqlstorm,0.0
13220,2,n-shot,sqlstorm,0.0
13221,54,n-shot,sqlstorm,0.0
13222,25,n-shot,sqlstorm,0.0
13223,35,n-shot,sqlstorm,0.0
13224,3,n-shot,sqlstorm,0.0
13225,8,n-shot,sqlstorm,0.0
13226,54,n-shot,sqlstorm,0.0
13227,0,n-shot,sqlstorm,0.0
13228,35,n-shot,sqlstorm,0.0
13229,34,n-shot,sqlstorm,0.0
13230,35,n-shot,sqlstorm,0.0
13231,8,n-shot,sqlstorm,0.0
13232,2,n-shot,sqlstorm,0.0
13233,48,n-shot,sqlstorm,0.0
13234,0,n-shot,sqlstorm,0.0
13235,32,n-shot,sqlstorm,0.0
13236,41,n-shot,sqlstorm,0.0
13237,41,n-shot,sqlstorm,0.0
13238,8,n-shot,sqlstorm,0.0
13239,48,n-shot,sqlstorm,0.0
13240,0,n-shot,sqlstorm,0.0
13241,41,n-shot,sqlstorm,0.0
13242,41,n-shot,sqlstorm,0.0
13243,8,n-shot,sqlstorm,0.0
13244,54,n-shot,sqlstorm,0.0
13245,0,n-shot,sqlstorm,0.0
13246,41,n-shot,sqlstorm,0.0
13247,32,n-shot,sqlstorm,0.0
13248,0,n-shot,sqlstorm,0.0
13249,8,n-shot,sqlstorm,0.0
13250,2,n-shot,sqlstorm,0.0
13251,48,n-shot,sqlstorm,0.0
13252,35,n-shot,sqlstorm,0.0
13253,41,n-shot,sqlstorm,0.0
13254,34,n-shot,sqlstorm,0.0
13255,8,n-shot,sqlstorm,0.0
13256,2,n-shot,sqlstorm,0.0
13257,48,n-shot,sqlstorm,0.0
13258,35,n-shot,sqlstorm,0.0
13259,41,n-shot,sqlstorm,0.0
13260,34,n-shot,sqlstorm,0.0
13261,31,n-shot,sqlstorm,0.0
13262,8,n-shot,sqlstorm,0.0
13263,2,n-shot,sqlstorm,0.0
13264,0,n-shot,sqlstorm,0.0
13265,25,n-shot,sqlstorm,0.0
13266,35,n-shot,sqlstorm,0.0
13267,3,n-shot,sqlstorm,0.0
13268,25,n-shot,sqlstorm,0.0
13269,0,n-shot,sqlstorm,0.0
13270,0,n-shot,sqlstorm,0.0
13271,54,n-shot,sqlstorm,0.0
13272,41,n-shot,sqlstorm,0.0
13273,53,n-shot,sqlstorm,0.0
13274,41,n-shot,sqlstorm,0.0
13275,0,n-shot,sqlstorm,0.0
13276,0,n-shot,sqlstorm,0.0
13277,0,n-shot,sqlstorm,0.0
13278,30,n-shot,sqlstorm,0.0
13279,8,n-shot,sqlstorm,0.0
13280,0,n-shot,sqlstorm,0.0
13281,32,n-shot,sqlstorm,0.0
13282,0,n-shot,sqlstorm,0.0
13283,0,n-shot,sqlstorm,0.0
13284,0,n-shot,sqlstorm,0.0
13285,41,n-shot,sqlstorm,0.0
13286,41,n-shot,sqlstorm,0.0
13287,46,n-shot,sqlstorm,0.0
13288,0,n-shot,sqlstorm,0.0
13289,41,n-shot,sqlstorm,0.0
13290,34,n-shot,sqlstorm,0.0
13291,0,n-shot,sqlstorm,0.0
13292,0,n-shot,sqlstorm,0.0
13293,48,n-shot,sqlstorm,0.0
13294,0,n-shot,sqlstorm,0.0
13295,0,n-shot,sqlstorm,0.0
13296,44,n-shot,sqlstorm,0.0
13297,53,n-shot,sqlstorm,0.0
13298,44,n-shot,sqlstorm,0.0
13299,8,n-shot,sqlstorm,0.0
13300,32,n-shot,sqlstorm,0.0
13301,25,n-shot,sqlstorm,0.0
13302,2,n-shot,sqlstorm,0.0
13303,24,n-shot,sqlstorm,0.0
13304,0,n-shot,sqlstorm,0.0
13305,0,n-shot,sqlstorm,0.0
13306,0,n-shot,sqlstorm,0.0
13307,0,n-shot,sqlstorm,0.0
13308,0,n-shot,sqlstorm,0.0
13309,0,n-shot,sqlstorm,0.0
13310,0,n-shot,sqlstorm,0.0
13311,0,n-shot,sqlstorm,0.0
13312,41,n-shot,sqlstorm,0.0
13313,0,n-shot,sqlstorm,0.0
13314,41,n-shot,sqlstorm,0.0
13315,0,n-shot,sqlstorm,0.0
13316,8,n-shot,sqlstorm,0.0
13317,0,n-shot,sqlstorm,0.0
13318,2,n-shot,sqlstorm,0.0
13319,0,n-shot,sqlstorm,0.0
13320,32,n-shot,sqlstorm,0.0
13321,35,n-shot,sqlstorm,0.0
13322,34,n-shot,sqlstorm,0.0
13323,21,n-shot,sqlstorm,0.0
13324,8,n-shot,sqlstorm,0.0
13325,30,n-shot,sqlstorm,0.0
13326,0,n-shot,sqlstorm,0.0
13327,8,n-shot,sqlstorm,0.0
13328,8,n-shot,sqlstorm,0.0
13329,54,n-shot,sqlstorm,0.0
13330,34,n-shot,sqlstorm,0.0
13331,0,n-shot,sqlstorm,0.0
13332,32,n-shot,sqlstorm,0.0
13333,32,n-shot,sqlstorm,0.0
13334,0,n-shot,sqlstorm,0.0
13335,41,n-shot,sqlstorm,0.0
13336,41,n-shot,sqlstorm,0.0
13337,0,n-shot,sqlstorm,0.0
13338,50,n-shot,sqlstorm,0.0
13339,32,n-shot,sqlstorm,0.0
13340,8,n-shot,sqlstorm,0.0
13341,0,n-shot,sqlstorm,0.0
13342,30,n-shot,sqlstorm,0.0
13343,30,n-shot,sqlstorm,0.0
13344,0,n-shot,sqlstorm,0.0
13345,8,n-shot,sqlstorm,0.0
13346,0,n-shot,sqlstorm,0.0
13347,25,n-shot,sqlstorm,0.0
13348,41,n-shot,sqlstorm,0.0
13349,8,n-shot,sqlstorm,0.0
13350,0,n-shot,sqlstorm,0.0
13351,2,n-shot,sqlstorm,0.0
13352,0,n-shot,sqlstorm,0.0
13353,36,n-shot,sqlstorm,0.0
13354,35,n-shot,sqlstorm,0.0
13355,34,n-shot,sqlstorm,0.0
13356,21,n-shot,sqlstorm,0.0
13357,8,n-shot,sqlstorm,0.0
13358,54,n-shot,sqlstorm,0.0
