Perf.,Cost,Query,Type
15293,285930,10053,ONLINE/THETA-0.25
22140,601235,10152,ONLINE/THETA-0.25
22983,663530,10182,ONLINE/THETA-0.25
25994,761200,10371,ONLINE/THETA-0.25
27253,787352,11037,ONLINE/THETA-0.25
24734,673830,11062,ONLINE/THETA-0.25
411,0,11842,ONLINE/THETA-0.25
22401,632765,11896,ONLINE/THETA-0.25
27337,791708,12302,ONLINE/THETA-0.25
3726,45260,12363,ONLINE/THETA-0.25
23040,599277,13154,ONLINE/THETA-0.25
7328,189151,13206,ONLINE/THETA-0.25
13688,375410,13218,ONLINE/THETA-0.25
26568,823086,13768,ONLINE/THETA-0.25
22132,596341,14206,ONLINE/THETA-0.25
10115,317222,14658,ONLINE/THETA-0.25
21685,607161,14757,ONLINE/THETA-0.25
23522,702446,16000,ONLINE/THETA-0.25
19068,382547,20676,ONLINE/THETA-0.25
20682,1163368,22052,ONLINE/THETA-0.25
8064,173400,22740,ONLINE/THETA-0.25
17930,594671,22931,ONLINE/THETA-0.25
28380,708531,23239,ONLINE/THETA-0.25
4540,24283,25216,ONLINE/THETA-0.25
23962,1037234,3,ONLINE/THETA-0.25
15657,376072,25,ONLINE/THETA-0.25
17141,525048,29,ONLINE/THETA-0.25
18150,855571,283,ONLINE/THETA-0.25
15888,766877,531,ONLINE/THETA-0.25
8267,166523,25,ONLINE/THETA-0.25
13306,408407,29,ONLINE/THETA-0.25
96629,882422,296,ONLINE/THETA-0.25
16054,686805,355,ONLINE/THETA-0.25
16304,427580,377,ONLINE/THETA-0.25
13324,550510,387,ONLINE/THETA-0.25
15988,628540,406,ONLINE/THETA-0.25
18668,426563,423,ONLINE/THETA-0.25
9947,252419,429,ONLINE/THETA-0.25
28555,1009990,523,ONLINE/THETA-0.25
9944,439261,557,ONLINE/THETA-0.25
13311,452438,657,ONLINE/THETA-0.25
31068,1313911,641,ONLINE/THETA-0.25
9657,434689,726,ONLINE/THETA-0.25
30054,410634,749,ONLINE/THETA-0.25
10194,401240,832,ONLINE/THETA-0.25
11381,240560,843,ONLINE/THETA-0.25
4067,94683,1065,ONLINE/THETA-0.25
10449,346838,1142,ONLINE/THETA-0.25
16382,598527,1204,ONLINE/THETA-0.25
16879,864084,1223,ONLINE/THETA-0.25
11824,430248,1282,ONLINE/THETA-0.25
85790,2834837,1296,ONLINE/THETA-0.25
7129,159563,1501,ONLINE/THETA-0.25
6912,226042,1517,ONLINE/THETA-0.25
11651,564461,1645,ONLINE/THETA-0.25
7962,390047,1650,ONLINE/THETA-0.25
21544,792970,2026,ONLINE/THETA-0.25
27349,784426,2107,ONLINE/THETA-0.25
14309,509438,2057,ONLINE/THETA-0.25
3647,69630,2103,ONLINE/THETA-0.25
18610,480200,2112,ONLINE/THETA-0.25
34567,1013035,2179,ONLINE/THETA-0.25
35475,785605,3020,ONLINE/THETA-0.25
32822,784788,25456,ONLINE/THETA-0.25
7140,64551,25686,ONLINE/THETA-0.25
11149,322912,25906,ONLINE/THETA-0.25
15064,453294,26209,ONLINE/THETA-0.25
14193,450373,27434,ONLINE/THETA-0.25
15425,429516,27479,ONLINE/THETA-0.25
5519,134572,27657,ONLINE/THETA-0.25
14125,332329,28943,ONLINE/THETA-0.25
16921,642239,29145,ONLINE/THETA-0.25
5128,109055,29345,ONLINE/THETA-0.25
6917,36136,29509,ONLINE/THETA-0.25
14401,424054,29583,ONLINE/THETA-0.25
32248,1752801,3046,ONLINE/THETA-0.25
175005,1309785,3053,ONLINE/THETA-0.25
4510,124638,3066,ONLINE/THETA-0.25
7353,183615,3100,ONLINE/THETA-0.25
94226,3773151,3158,ONLINE/THETA-0.25
27511,1086616,3177,ONLINE/THETA-0.25
28377,525094,3196,ONLINE/THETA-0.25
10720,278694,3201,ONLINE/THETA-0.25
9835,309562,3279,ONLINE/THETA-0.25
17893,964504,3349,ONLINE/THETA-0.25
12555,467582,3383,ONLINE/THETA-0.25
7585,170089,3384,ONLINE/THETA-0.25
14733,412378,3387,ONLINE/THETA-0.25
15685,662521,3407,ONLINE/THETA-0.25
6683,98641,4667,ONLINE/THETA-0.25
762,0,5165,ONLINE/THETA-0.25
5637,167183,5222,ONLINE/THETA-0.25
1460,2,5520,ONLINE/THETA-0.25
20554,639425,7618,ONLINE/THETA-0.25
13640,491033,9055,ONLINE/THETA-0.25
12289,422320,9635,ONLINE/THETA-0.25
15281,308040,10053,ONLINE/THETA-0.25
22533,592272,10152,ONLINE/THETA-0.25
22610,632720,10182,ONLINE/THETA-0.25
26672,750555,10371,ONLINE/THETA-0.25
27796,805113,11037,ONLINE/THETA-0.25
23778,676221,11062,ONLINE/THETA-0.25
400,6970,11842,ONLINE/THETA-0.25
22383,602972,11896,ONLINE/THETA-0.25
27306,809123,12302,ONLINE/THETA-0.25
2929,34908,12363,ONLINE/THETA-0.25
21909,593289,13154,ONLINE/THETA-0.25
6852,209824,13206,ONLINE/THETA-0.25
12318,324670,13218,ONLINE/THETA-0.25
27444,836405,13768,ONLINE/THETA-0.25
23867,590564,14206,ONLINE/THETA-0.25
10239,339553,14658,ONLINE/THETA-0.25
21633,598209,14757,ONLINE/THETA-0.25
21920,604373,16000,ONLINE/THETA-0.25
18163,352261,20676,ONLINE/THETA-0.25
20305,1191877,22052,ONLINE/THETA-0.25
7272,189335,22740,ONLINE/THETA-0.25
18316,609174,22931,ONLINE/THETA-0.25
36599,600226,23239,ONLINE/THETA-0.25
3464,19772,25216,ONLINE/THETA-0.25
25473,988631,3,ONLINE/THETA-0.25
13779,290415,25,ONLINE/THETA-0.25
15590,468379,29,ONLINE/THETA-0.25
18384,882548,283,ONLINE/THETA-0.25
13777,656191,531,ONLINE/THETA-0.25
7710,149728,25,ONLINE/THETA-0.25
13051,393580,29,ONLINE/THETA-0.25
77454,943195,296,ONLINE/THETA-0.25
15991,547064,355,ONLINE/THETA-0.25
17293,444690,377,ONLINE/THETA-0.25
12915,527769,387,ONLINE/THETA-0.25
18629,736227,406,ONLINE/THETA-0.25
18610,395262,423,ONLINE/THETA-0.25
9478,246952,429,ONLINE/THETA-0.25
28483,1001672,523,ONLINE/THETA-0.25
9294,374396,557,ONLINE/THETA-0.25
18780,643971,657,ONLINE/THETA-0.25
31531,1300951,641,ONLINE/THETA-0.25
10242,463649,726,ONLINE/THETA-0.25
32521,385087,749,ONLINE/THETA-0.25
15589,612626,832,ONLINE/THETA-0.25
12035,234424,843,ONLINE/THETA-0.25
4151,105869,1065,ONLINE/THETA-0.25
11455,406436,1142,ONLINE/THETA-0.25
16599,603469,1204,ONLINE/THETA-0.25
18138,945112,1223,ONLINE/THETA-0.25
12887,464197,1282,ONLINE/THETA-0.25
85211,2832587,1296,ONLINE/THETA-0.25
5885,136775,1501,ONLINE/THETA-0.25
7176,205702,1517,ONLINE/THETA-0.25
10794,509324,1645,ONLINE/THETA-0.25
7736,348705,1650,ONLINE/THETA-0.25
43836,939437,2026,ONLINE/THETA-0.25
29030,844105,2107,ONLINE/THETA-0.25
10561,435572,2057,ONLINE/THETA-0.25
3700,49993,2103,ONLINE/THETA-0.25
16734,448263,2112,ONLINE/THETA-0.25
34562,968330,2179,ONLINE/THETA-0.25
34567,777477,3020,ONLINE/THETA-0.25
26711,1231157,3,ONLINE/THETA-0.25
13418,279803,25,ONLINE/THETA-0.25
17336,545889,29,ONLINE/THETA-0.25
17852,851325,283,ONLINE/THETA-0.25
15614,781856,531,ONLINE/THETA-0.25
7352,158083,25,ONLINE/THETA-0.25
13235,427599,29,ONLINE/THETA-0.25
80031,849768,296,ONLINE/THETA-0.25
12841,517038,355,ONLINE/THETA-0.25
15865,390898,377,ONLINE/THETA-0.25
14239,538548,387,ONLINE/THETA-0.25
14984,686944,406,ONLINE/THETA-0.25
19193,450896,423,ONLINE/THETA-0.25
9179,250142,429,ONLINE/THETA-0.25
27994,1008410,523,ONLINE/THETA-0.25
9495,369241,557,ONLINE/THETA-0.25
12653,438301,657,ONLINE/THETA-0.25
29676,1267961,641,ONLINE/THETA-0.25
8798,420191,726,ONLINE/THETA-0.25
29660,415354,749,ONLINE/THETA-0.25
14411,728644,832,ONLINE/THETA-0.25
11488,215474,843,ONLINE/THETA-0.25
5247,100935,1065,ONLINE/THETA-0.25
11412,413097,1142,ONLINE/THETA-0.25
15517,610027,1204,ONLINE/THETA-0.25
17116,895727,1223,ONLINE/THETA-0.25
10047,361325,1282,ONLINE/THETA-0.25
85245,2803194,1296,ONLINE/THETA-0.25
5798,152336,1501,ONLINE/THETA-0.25
8177,220758,1517,ONLINE/THETA-0.25
11247,514676,1645,ONLINE/THETA-0.25
10331,460378,1650,ONLINE/THETA-0.25
20613,909916,2026,ONLINE/THETA-0.25
28807,856561,2107,ONLINE/THETA-0.25
14231,350199,2057,ONLINE/THETA-0.25
3889,73758,2103,ONLINE/THETA-0.25
18029,452981,2112,ONLINE/THETA-0.25
34908,1000366,2179,ONLINE/THETA-0.25
36117,813358,3020,ONLINE/THETA-0.25
14131,859046,3046,ONLINE/THETA-0.25
173490,964621,3053,ONLINE/THETA-0.25
2313,13999,3066,ONLINE/THETA-0.25
7031,161351,3100,ONLINE/THETA-0.25
93530,3757918,3158,ONLINE/THETA-0.25
26852,970871,3177,ONLINE/THETA-0.25
27939,568339,3196,ONLINE/THETA-0.25
8063,248095,3201,ONLINE/THETA-0.25
8077,261349,3279,ONLINE/THETA-0.25
19185,960508,3349,ONLINE/THETA-0.25
11620,465224,3383,ONLINE/THETA-0.25
5700,163095,3384,ONLINE/THETA-0.25
12988,387686,3387,ONLINE/THETA-0.25
21191,823145,3407,ONLINE/THETA-0.25
4610,92268,4667,ONLINE/THETA-0.25
592,0,5165,ONLINE/THETA-0.25
4976,163447,5222,ONLINE/THETA-0.25
1368,0,5520,ONLINE/THETA-0.25
20837,779695,7618,ONLINE/THETA-0.25
11975,418319,9055,ONLINE/THETA-0.25
11668,440194,9635,ONLINE/THETA-0.25
14781,306612,10053,ONLINE/THETA-0.25
23566,633589,10152,ONLINE/THETA-0.25
23110,634914,10182,ONLINE/THETA-0.25
29776,915137,10371,ONLINE/THETA-0.25
29767,916600,11037,ONLINE/THETA-0.25
24202,656488,11062,ONLINE/THETA-0.25
365,0,11842,ONLINE/THETA-0.25
26144,728882,11896,ONLINE/THETA-0.25
26919,794797,12302,ONLINE/THETA-0.25
3249,31856,12363,ONLINE/THETA-0.25
21915,623538,13154,ONLINE/THETA-0.25
6354,191136,13206,ONLINE/THETA-0.25
11547,311325,13218,ONLINE/THETA-0.25
26338,816799,13768,ONLINE/THETA-0.25
22228,614437,14206,ONLINE/THETA-0.25
9039,312691,14658,ONLINE/THETA-0.25
20907,610951,14757,ONLINE/THETA-0.25
21314,618773,16000,ONLINE/THETA-0.25
17770,354908,20676,ONLINE/THETA-0.25
20423,1276202,22052,ONLINE/THETA-0.25
5804,190814,22740,ONLINE/THETA-0.25
17181,569692,22931,ONLINE/THETA-0.25
27060,647210,23239,ONLINE/THETA-0.25
3435,17025,25216,ONLINE/THETA-0.25
11557,353109,25456,ONLINE/THETA-0.25
3652,28650,25686,ONLINE/THETA-0.25
6452,162729,25906,ONLINE/THETA-0.25
6946,225170,26209,ONLINE/THETA-0.25
7006,253051,27434,ONLINE/THETA-0.25
10295,332924,27479,ONLINE/THETA-0.25
4565,114720,27657,ONLINE/THETA-0.25
7312,143894,28943,ONLINE/THETA-0.25
12866,552101,29145,ONLINE/THETA-0.25
4005,78557,29345,ONLINE/THETA-0.25
5477,29927,29509,ONLINE/THETA-0.25
7173,288182,29583,ONLINE/THETA-0.25
25968,1186012,3,ONLINE/THETA-0.25
12498,253746,25,ONLINE/THETA-0.25
18046,519310,29,ONLINE/THETA-0.25
18304,804840,283,ONLINE/THETA-0.25
14358,734820,531,ONLINE/THETA-0.25
8284,140622,25,ONLINE/THETA-0.25
36336,410543,29,ONLINE/THETA-0.25
89718,1224467,296,ONLINE/THETA-0.25
15205,611135,355,ONLINE/THETA-0.25
16578,384078,377,ONLINE/THETA-0.25
15137,595396,387,ONLINE/THETA-0.25
15553,724793,406,ONLINE/THETA-0.25
19632,411232,423,ONLINE/THETA-0.25
8368,239316,429,ONLINE/THETA-0.25
31056,1111921,523,ONLINE/THETA-0.25
9475,379927,557,ONLINE/THETA-0.25
12940,439629,657,ONLINE/THETA-0.25
30717,1313208,641,ONLINE/THETA-0.25
10854,498427,726,ONLINE/THETA-0.25
33707,410283,749,ONLINE/THETA-0.25
10437,416182,832,ONLINE/THETA-0.25
11668,201739,843,ONLINE/THETA-0.25
4390,104392,1065,ONLINE/THETA-0.25
11041,368246,1142,ONLINE/THETA-0.25
16001,604015,1204,ONLINE/THETA-0.25
18242,929638,1223,ONLINE/THETA-0.25
10681,435869,1282,ONLINE/THETA-0.25
85031,2766928,1296,ONLINE/THETA-0.25
5982,144504,1501,ONLINE/THETA-0.25
6828,233080,1517,ONLINE/THETA-0.25
11150,512063,1645,ONLINE/THETA-0.25
7611,375049,1650,ONLINE/THETA-0.25
20915,910063,2026,ONLINE/THETA-0.25
27359,806092,2107,ONLINE/THETA-0.25
10038,386323,2057,ONLINE/THETA-0.25
3451,65219,2103,ONLINE/THETA-0.25
16238,441139,2112,ONLINE/THETA-0.25
35956,1012115,2179,ONLINE/THETA-0.25
37513,818252,3020,ONLINE/THETA-0.25
13067,823091,3046,ONLINE/THETA-0.25
177872,923704,3053,ONLINE/THETA-0.25
2930,49611,3066,ONLINE/THETA-0.25
6988,154386,3100,ONLINE/THETA-0.25
93461,3783918,3158,ONLINE/THETA-0.25
24307,941065,3177,ONLINE/THETA-0.25
27006,563455,3196,ONLINE/THETA-0.25
9060,218805,3201,ONLINE/THETA-0.25
8942,290872,3279,ONLINE/THETA-0.25
17998,935079,3349,ONLINE/THETA-0.25
13656,510741,3383,ONLINE/THETA-0.25
6459,183745,3384,ONLINE/THETA-0.25
13564,464407,3387,ONLINE/THETA-0.25
14107,524157,3407,ONLINE/THETA-0.25
6587,86691,4667,ONLINE/THETA-0.25
621,0,5165,ONLINE/THETA-0.25
5168,155117,5222,ONLINE/THETA-0.25
1464,0,5520,ONLINE/THETA-0.25
16122,616375,7618,ONLINE/THETA-0.25
13543,527961,9055,ONLINE/THETA-0.25
11689,427418,9635,ONLINE/THETA-0.25
15324,294746,10053,ONLINE/THETA-0.25
22290,596095,10152,ONLINE/THETA-0.25
23131,672802,10182,ONLINE/THETA-0.25
26069,763273,10371,ONLINE/THETA-0.25
27785,799470,11037,ONLINE/THETA-0.25
24024,675142,11062,ONLINE/THETA-0.25
379,7011,11842,ONLINE/THETA-0.25
23025,618014,11896,ONLINE/THETA-0.25
26041,767731,12302,ONLINE/THETA-0.25
2907,25233,12363,ONLINE/THETA-0.25
26029,747063,13154,ONLINE/THETA-0.25
6355,215825,13206,ONLINE/THETA-0.25
11820,300740,13218,ONLINE/THETA-0.25
27384,878312,13768,ONLINE/THETA-0.25
21467,598931,14206,ONLINE/THETA-0.25
9277,325575,14658,ONLINE/THETA-0.25
21639,604986,14757,ONLINE/THETA-0.25
21041,594976,16000,ONLINE/THETA-0.25
19324,363231,20676,ONLINE/THETA-0.25
20386,1238112,22052,ONLINE/THETA-0.25
5259,179102,22740,ONLINE/THETA-0.25
16534,545846,22931,ONLINE/THETA-0.25
27890,648941,23239,ONLINE/THETA-0.25
3427,16439,25216,ONLINE/THETA-0.25
12522,381569,25456,ONLINE/THETA-0.25
3601,29856,25686,ONLINE/THETA-0.25
5379,186227,25906,ONLINE/THETA-0.25
7085,202175,26209,ONLINE/THETA-0.25
7600,265206,27434,ONLINE/THETA-0.25
10585,387416,27479,ONLINE/THETA-0.25
4605,114564,27657,ONLINE/THETA-0.25
7386,152707,28943,ONLINE/THETA-0.25
17114,766419,29145,ONLINE/THETA-0.25
5328,102598,29345,ONLINE/THETA-0.25
5682,37634,29509,ONLINE/THETA-0.25
10246,414333,29583,ONLINE/THETA-0.25
26355,1134638,3,ONLINE/THETA-0.5
12623,264058,25,ONLINE/THETA-0.5
17238,470258,29,ONLINE/THETA-0.5
18077,815454,283,ONLINE/THETA-0.5
14204,597931,531,ONLINE/THETA-0.5
7775,134449,25,ONLINE/THETA-0.5
14337,386089,29,ONLINE/THETA-0.5
80109,930138,296,ONLINE/THETA-0.5
13867,451640,355,ONLINE/THETA-0.5
16896,400982,377,ONLINE/THETA-0.5
12313,455266,387,ONLINE/THETA-0.5
16296,583582,406,ONLINE/THETA-0.5
18617,390941,423,ONLINE/THETA-0.5
8477,220669,429,ONLINE/THETA-0.5
32852,967121,523,ONLINE/THETA-0.5
8977,292849,557,ONLINE/THETA-0.5
14712,461175,657,ONLINE/THETA-0.5
30741,1271234,641,ONLINE/THETA-0.5
9672,360154,726,ONLINE/THETA-0.5
28327,330067,749,ONLINE/THETA-0.5
9656,370233,832,ONLINE/THETA-0.5
12536,233107,843,ONLINE/THETA-0.5
4720,84169,1065,ONLINE/THETA-0.5
10118,331690,1142,ONLINE/THETA-0.5
15860,600327,1204,ONLINE/THETA-0.5
17510,790887,1223,ONLINE/THETA-0.5
11313,370664,1282,ONLINE/THETA-0.5
85314,2749128,1296,ONLINE/THETA-0.5
6346,108310,1501,ONLINE/THETA-0.5
7011,194421,1517,ONLINE/THETA-0.5
10687,440086,1645,ONLINE/THETA-0.5
7315,317268,1650,ONLINE/THETA-0.5
22598,848844,2026,ONLINE/THETA-0.5
28036,779181,2107,ONLINE/THETA-0.5
12413,402542,2057,ONLINE/THETA-0.5
3505,45442,2103,ONLINE/THETA-0.5
19736,380834,2112,ONLINE/THETA-0.5
34708,982832,2179,ONLINE/THETA-0.5
34913,777651,3020,ONLINE/THETA-0.5
34170,1540434,3046,ONLINE/THETA-0.5
184591,1284640,3053,ONLINE/THETA-0.5
4604,103476,3066,ONLINE/THETA-0.5
6369,119386,3100,ONLINE/THETA-0.5
94384,3595380,3158,ONLINE/THETA-0.5
30065,1088783,3177,ONLINE/THETA-0.5
28129,476956,3196,ONLINE/THETA-0.5
9131,215477,3201,ONLINE/THETA-0.5
8137,234789,3279,ONLINE/THETA-0.5
17819,924907,3349,ONLINE/THETA-0.5
11760,407535,3383,ONLINE/THETA-0.5
7813,187608,3384,ONLINE/THETA-0.5
17410,469631,3387,ONLINE/THETA-0.5
31000,557626,3407,ONLINE/THETA-0.5
5761,130921,4667,ONLINE/THETA-0.5
649,3324,5165,ONLINE/THETA-0.5
5923,142033,5222,ONLINE/THETA-0.5
1461,0,5520,ONLINE/THETA-0.5
23351,819278,7618,ONLINE/THETA-0.5
13825,505603,9055,ONLINE/THETA-0.5
11985,372341,9635,ONLINE/THETA-0.5
15448,316177,10053,ONLINE/THETA-0.5
25192,620715,10152,ONLINE/THETA-0.5
25221,641503,10182,ONLINE/THETA-0.5
28149,748545,10371,ONLINE/THETA-0.5
30017,809223,11037,ONLINE/THETA-0.5
25873,644382,11062,ONLINE/THETA-0.5
420,6828,11842,ONLINE/THETA-0.5
24795,564221,11896,ONLINE/THETA-0.5
26191,761516,12302,ONLINE/THETA-0.5
3033,36793,12363,ONLINE/THETA-0.5
26238,621347,13154,ONLINE/THETA-0.5
6867,179865,13206,ONLINE/THETA-0.5
12421,318503,13218,ONLINE/THETA-0.5
28723,813867,13768,ONLINE/THETA-0.5
23866,581886,14206,ONLINE/THETA-0.5
9209,278531,14658,ONLINE/THETA-0.5
21039,605136,14757,ONLINE/THETA-0.5
21269,622137,16000,ONLINE/THETA-0.5
18986,344533,20676,ONLINE/THETA-0.5
21190,1086192,22052,ONLINE/THETA-0.5
5788,111553,22740,ONLINE/THETA-0.5
16459,460678,22931,ONLINE/THETA-0.5
30739,714207,23239,ONLINE/THETA-0.5
3596,19843,25216,ONLINE/THETA-0.5
30134,687893,25456,ONLINE/THETA-0.5
6996,77031,25686,ONLINE/THETA-0.5
10803,271428,25906,ONLINE/THETA-0.5
15261,426671,26209,ONLINE/THETA-0.5
14170,400610,27434,ONLINE/THETA-0.5
16376,395131,27479,ONLINE/THETA-0.5
5962,97541,27657,ONLINE/THETA-0.5
15916,382442,28943,ONLINE/THETA-0.5
16343,752479,29145,ONLINE/THETA-0.5
4729,64119,29345,ONLINE/THETA-0.5
5495,22556,29509,ONLINE/THETA-0.5
11580,370599,29583,ONLINE/THETA-0.5
32067,1575134,3046,ONLINE/THETA-0.5
176691,1160902,3053,ONLINE/THETA-0.5
3584,41833,3066,ONLINE/THETA-0.5
8715,151964,3100,ONLINE/THETA-0.5
93925,3603184,3158,ONLINE/THETA-0.5
27154,1005573,3177,ONLINE/THETA-0.5
29221,479591,3196,ONLINE/THETA-0.5
8992,187424,3201,ONLINE/THETA-0.5
38386,305334,3279,ONLINE/THETA-0.5
19876,976564,3349,ONLINE/THETA-0.5
13879,501791,3383,ONLINE/THETA-0.5
9647,225841,3384,ONLINE/THETA-0.5
17799,482512,3387,ONLINE/THETA-0.5
18252,648597,3407,ONLINE/THETA-0.5
4660,85395,4667,ONLINE/THETA-0.5
636,0,5165,ONLINE/THETA-0.5
5553,134908,5222,ONLINE/THETA-0.5
1609,64,5520,ONLINE/THETA-0.5
18757,660644,7618,ONLINE/THETA-0.5
12998,467192,9055,ONLINE/THETA-0.5
13320,429917,9635,ONLINE/THETA-0.5
15924,288053,10053,ONLINE/THETA-0.5
24730,605440,10152,ONLINE/THETA-0.5
28338,790319,10182,ONLINE/THETA-0.5
28884,769741,10371,ONLINE/THETA-0.5
30033,793027,11037,ONLINE/THETA-0.5
29179,784652,11062,ONLINE/THETA-0.5
384,7011,11842,ONLINE/THETA-0.5
24956,593751,11896,ONLINE/THETA-0.5
26054,769712,12302,ONLINE/THETA-0.5
3037,39778,12363,ONLINE/THETA-0.5
24829,607058,13154,ONLINE/THETA-0.5
5805,160187,13206,ONLINE/THETA-0.5
12496,327020,13218,ONLINE/THETA-0.5
29807,891747,13768,ONLINE/THETA-0.5
23950,592902,14206,ONLINE/THETA-0.5
10671,312153,14658,ONLINE/THETA-0.5
21629,632149,14757,ONLINE/THETA-0.5
21946,632367,16000,ONLINE/THETA-0.5
18876,363299,20676,ONLINE/THETA-0.5
19416,976081,22052,ONLINE/THETA-0.5
5583,155920,22740,ONLINE/THETA-0.5
19056,544473,22931,ONLINE/THETA-0.5
28259,747558,23239,ONLINE/THETA-0.5
4514,17708,25216,ONLINE/THETA-0.5
29766,687835,25456,ONLINE/THETA-0.5
7218,71196,25686,ONLINE/THETA-0.5
10874,274212,25906,ONLINE/THETA-0.5
12329,398754,26209,ONLINE/THETA-0.5
14528,397165,27434,ONLINE/THETA-0.5
19653,582099,27479,ONLINE/THETA-0.5
5853,112632,27657,ONLINE/THETA-0.5
13479,301410,28943,ONLINE/THETA-0.5
16603,610431,29145,ONLINE/THETA-0.5
4822,79928,29345,ONLINE/THETA-0.5
6943,35319,29509,ONLINE/THETA-0.5
21735,361324,29583,ONLINE/THETA-0.5
26565,880495,3,ONLINE/THETA-0.5
14822,334119,25,ONLINE/THETA-0.5
19594,432874,29,ONLINE/THETA-0.5
19765,670221,283,ONLINE/THETA-0.5
16916,676563,531,ONLINE/THETA-0.5
8942,186134,25,ONLINE/THETA-0.5
12451,326457,29,ONLINE/THETA-0.5
79350,791164,296,ONLINE/THETA-0.5
19109,621371,355,ONLINE/THETA-0.5
17609,420337,377,ONLINE/THETA-0.5
15464,453925,387,ONLINE/THETA-0.5
19301,703033,406,ONLINE/THETA-0.5
27193,412500,423,ONLINE/THETA-0.5
8669,213184,429,ONLINE/THETA-0.5
32654,964779,523,ONLINE/THETA-0.5
9765,348504,557,ONLINE/THETA-0.5
23510,658519,657,ONLINE/THETA-0.5
31358,1305335,641,ONLINE/THETA-0.5
8750,337705,726,ONLINE/THETA-0.5
29148,373201,749,ONLINE/THETA-0.5
9426,360317,832,ONLINE/THETA-0.5
12037,230179,843,ONLINE/THETA-0.5
5096,90367,1065,ONLINE/THETA-0.5
10369,316620,1142,ONLINE/THETA-0.5
16162,599284,1204,ONLINE/THETA-0.5
17060,796477,1223,ONLINE/THETA-0.5
10291,342053,1282,ONLINE/THETA-0.5
86990,2818666,1296,ONLINE/THETA-0.5
5346,101483,1501,ONLINE/THETA-0.5
7294,166427,1517,ONLINE/THETA-0.5
10936,591784,1645,ONLINE/THETA-0.5
7423,313925,1650,ONLINE/THETA-0.5
47028,953012,2026,ONLINE/THETA-0.5
27891,817857,2107,ONLINE/THETA-0.5
14298,453655,2057,ONLINE/THETA-0.5
3922,53631,2103,ONLINE/THETA-0.5
17052,416416,2112,ONLINE/THETA-0.5
35728,1013318,2179,ONLINE/THETA-0.5
36447,863645,3020,ONLINE/THETA-0.5
29497,724307,25456,ONLINE/THETA-0.5
6879,69123,25686,ONLINE/THETA-0.5
13010,374583,25906,ONLINE/THETA-0.5
13903,399781,26209,ONLINE/THETA-0.5
14057,444156,27434,ONLINE/THETA-0.5
15780,431582,27479,ONLINE/THETA-0.5
5970,98616,27657,ONLINE/THETA-0.5
10001,165224,28943,ONLINE/THETA-0.5
20079,775835,29145,ONLINE/THETA-0.5
4980,77170,29345,ONLINE/THETA-0.5
6115,38048,29509,ONLINE/THETA-0.5
10710,360586,29583,ONLINE/THETA-0.5
27966,1055126,3,ONLINE/THETA-0.5
13021,261420,25,ONLINE/THETA-0.5
17120,471289,29,ONLINE/THETA-0.5
18909,854896,283,ONLINE/THETA-0.5
13370,542109,531,ONLINE/THETA-0.5
7758,146238,25,ONLINE/THETA-0.5
12119,317528,29,ONLINE/THETA-0.5
78347,926301,296,ONLINE/THETA-0.5
16359,535977,355,ONLINE/THETA-0.5
17251,403109,377,ONLINE/THETA-0.5
13841,512937,387,ONLINE/THETA-0.5
15792,586718,406,ONLINE/THETA-0.5
17372,377346,423,ONLINE/THETA-0.5
8535,227200,429,ONLINE/THETA-0.5
32250,946003,523,ONLINE/THETA-0.5
8948,286497,557,ONLINE/THETA-0.5
13623,429675,657,ONLINE/THETA-0.5
31046,1268894,641,ONLINE/THETA-0.5
8741,344150,726,ONLINE/THETA-0.5
28370,332865,749,ONLINE/THETA-0.5
9804,376372,832,ONLINE/THETA-0.5
10742,199121,843,ONLINE/THETA-0.5
3971,71733,1065,ONLINE/THETA-0.5
9673,306926,1142,ONLINE/THETA-0.5
15801,604170,1204,ONLINE/THETA-0.5
16910,758989,1223,ONLINE/THETA-0.5
10905,364509,1282,ONLINE/THETA-0.5
83073,2677652,1296,ONLINE/THETA-0.5
5342,137947,1501,ONLINE/THETA-0.5
7063,206142,1517,ONLINE/THETA-0.5
10252,427730,1645,ONLINE/THETA-0.5
7355,307185,1650,ONLINE/THETA-0.5
20510,901072,2026,ONLINE/THETA-0.5
26864,762275,2107,ONLINE/THETA-0.5
9784,306542,2057,ONLINE/THETA-0.5
3289,47482,2103,ONLINE/THETA-0.5
17176,425326,2112,ONLINE/THETA-0.5
34560,1054180,2179,ONLINE/THETA-0.5
36150,797201,3020,ONLINE/THETA-0.5
31984,1547580,3046,ONLINE/THETA-0.5
178216,1147671,3053,ONLINE/THETA-0.5
3895,73311,3066,ONLINE/THETA-0.5
7713,145168,3100,ONLINE/THETA-0.5
95341,3582776,3158,ONLINE/THETA-0.5
26829,1084919,3177,ONLINE/THETA-0.5
30323,491835,3196,ONLINE/THETA-0.5
39131,250211,3201,ONLINE/THETA-0.5
11081,319613,3279,ONLINE/THETA-0.5
20176,1036891,3349,ONLINE/THETA-0.5
34280,516784,3383,ONLINE/THETA-0.5
8483,227259,3384,ONLINE/THETA-0.5
15889,449906,3387,ONLINE/THETA-0.5
16580,504071,3407,ONLINE/THETA-0.5
5276,102278,4667,ONLINE/THETA-0.5
652,0,5165,ONLINE/THETA-0.5
6311,165867,5222,ONLINE/THETA-0.5
1483,286,5520,ONLINE/THETA-0.5
18652,637721,7618,ONLINE/THETA-0.5
